sale_id,store_id,sale_time,sale_status,subtotal_amount,discount_amount,tax_amount,refund_amount,total_amount
8303,1,2026-03-19 18:00:00,partially_refunded,73.96,1.00,6.48,3.26,79.44
8304,3,2025-11-28 14:15:00,completed,35.02,1.00,3.02,0,37.04
8305,1,2026-06-18 13:40:00,completed,85.88,0.50,7.58,0,92.96
8306,3,2026-04-16 10:45:00,completed,34.43,0.00,3.06,0,37.49
8307,1,2025-11-06 19:20:00,completed,79.07,1.00,6.93,0,85.00
8308,1,2026-06-25 16:40:00,completed,5.49,1.50,0.35,0,4.34
8309,3,2026-05-31 11:15:00,completed,61.87,0.50,5.45,0,66.82
8310,1,2026-04-08 19:10:00,completed,104.43,2.00,9.09,0,111.52
8311,3,2026-01-27 16:35:00,completed,21.44,0.00,1.90,0,23.34
8312,2,2025-11-05 14:30:00,completed,80.86,3.00,6.91,0,84.77
8313,2,2026-04-21 10:40:00,completed,75.76,2.50,6.50,0,79.76
8314,3,2026-04-02 09:15:00,completed,95.37,1.50,8.33,0,102.20
8315,2,2026-05-07 09:55:00,completed,45.32,0.00,4.02,0,49.34
8316,2,2026-02-02 17:00:00,completed,51.07,1.50,4.40,0,53.97
8317,3,2026-01-17 18:40:00,completed,70.87,0.00,6.29,0,77.16
8318,2,2026-04-24 18:40:00,completed,43.64,0.00,3.87,0,47.51
8319,1,2026-04-12 12:10:00,completed,48.60,2.00,4.14,0,50.74
8320,1,2026-04-23 10:30:00,completed,40.71,2.00,3.44,0,42.15
8321,1,2026-02-19 08:10:00,completed,26.45,0.00,2.35,0,28.80
8322,1,2026-03-29 17:30:00,completed,64.30,0.50,5.66,0,69.46
8323,3,2026-03-14 12:05:00,completed,108.73,1.00,9.56,0,117.29
8324,2,2026-02-20 10:55:00,completed,118.03,1.00,10.39,0,127.42
8325,3,2025-12-10 14:15:00,completed,86.03,2.50,7.41,0,90.94
8326,1,2025-11-09 13:05:00,completed,64.67,3.00,5.47,0,67.14
8327,1,2026-03-22 10:00:00,completed,4.49,0.00,0.40,0,4.89
8328,2,2025-12-11 09:40:00,completed,58.11,0.00,5.16,0,63.27
8329,3,2026-05-08 17:35:00,completed,119.82,0.50,10.59,0,129.91
8330,1,2026-03-26 13:05:00,completed,30.04,0.00,2.67,0,32.71
8331,2,2025-11-04 17:00:00,completed,9.49,0.00,0.84,0,10.33
8332,3,2026-07-07 11:00:00,completed,61.24,1.50,5.30,0,65.04
8333,3,2026-06-27 09:10:00,completed,38.76,0.50,3.40,0,41.66
8334,3,2025-12-26 14:10:00,completed,68.91,1.00,6.03,0,73.94
8335,3,2026-01-25 17:50:00,completed,70.77,0.79,6.21,0,76.19
8336,1,2026-03-13 19:00:00,completed,13.98,0.00,1.24,0,15.22
8337,2,2026-05-01 12:25:00,completed,6.87,2.58,0.38,0,4.67
8338,1,2026-02-10 12:10:00,completed,58.37,2.00,5.00,0,61.37
8339,1,2026-04-22 19:30:00,completed,19.76,0.00,1.75,0,21.51
8340,2,2025-11-27 12:05:00,completed,15.27,2.00,1.18,0,14.45
8341,1,2026-05-19 08:20:00,completed,90.26,0.50,7.97,0,97.73
8342,1,2026-07-17 11:40:00,completed,29.43,0.00,2.61,0,32.04
8343,2,2026-05-08 15:50:00,completed,58.91,0.00,5.23,0,64.14
8344,2,2026-07-06 16:35:00,completed,29.94,0.00,2.66,0,32.60
8345,1,2026-07-27 19:20:00,completed,16.96,0.00,1.51,0,18.47
8346,1,2025-12-26 08:25:00,completed,12.87,0.50,1.10,0,13.47
8347,3,2026-04-30 12:10:00,completed,13.47,0.00,1.20,0,14.67
8348,2,2026-02-11 13:05:00,completed,35.92,2.00,3.01,0,36.93
8349,2,2026-07-18 13:40:00,completed,37.94,2.50,3.15,0,38.59
8350,3,2025-12-08 12:05:00,completed,23.65,0.50,2.05,0,25.20
8351,2,2025-12-12 14:35:00,completed,45.60,1.50,3.91,0,48.01
8352,2,2026-02-13 09:30:00,completed,76.65,1.00,6.71,0,82.36
8353,3,2025-11-01 14:40:00,completed,12.98,1.00,1.06,0,13.04
8354,3,2026-01-06 14:20:00,completed,48.01,0.00,4.26,0,52.27
8355,3,2025-12-28 11:15:00,completed,17.68,0.00,1.57,0,19.25
8356,2,2026-06-03 20:55:00,completed,79.98,2.00,6.92,0,84.90
8357,1,2025-11-02 14:25:00,completed,8.07,0.00,0.72,0,8.79
8358,3,2025-12-03 10:20:00,completed,72.55,4.00,6.08,0,74.63
8359,3,2026-02-25 09:00:00,completed,29.94,0.00,2.66,0,32.60
8360,3,2026-02-04 11:45:00,completed,28.27,2.00,2.33,0,28.60
8361,3,2026-02-19 18:50:00,completed,50.03,1.00,4.35,0,53.38
8362,3,2026-07-05 16:40:00,completed,5.29,0.00,0.47,0,5.76
8363,2,2026-07-19 10:50:00,completed,37.63,0.00,3.34,0,40.97
8364,1,2026-02-03 08:30:00,completed,107.32,1.00,9.44,0,115.76
8365,3,2026-03-02 20:35:00,completed,35.14,0.00,3.12,0,38.26
8366,3,2026-01-12 11:30:00,completed,6.99,1.00,0.53,0,6.52
8367,1,2026-03-14 16:50:00,completed,14.07,1.00,1.16,0,14.23
8368,2,2026-06-14 19:35:00,completed,111.61,1.00,9.82,0,120.43
8369,3,2026-04-04 09:05:00,completed,4.79,0.00,0.43,0,5.22
8370,3,2025-12-28 19:15:00,completed,75.59,0.00,6.71,0,82.30
8371,1,2026-06-26 16:50:00,voided,0,0,0,0,0
8372,3,2026-04-09 17:15:00,completed,17.97,0.00,1.59,0,19.56
8373,1,2026-07-24 15:15:00,completed,31.43,3.00,2.52,0,30.95
8374,2,2026-01-30 13:20:00,completed,8.97,0.00,0.80,0,9.77
8375,1,2025-11-08 12:40:00,completed,53.08,2.00,4.53,0,55.61
8376,2,2026-04-04 13:20:00,completed,44.91,0.00,3.99,0,48.90
8377,1,2025-12-16 08:20:00,completed,31.94,0.00,2.83,0,34.77
8378,1,2026-04-14 20:45:00,completed,27.95,0.00,2.48,0,30.43
8379,2,2025-11-22 20:55:00,completed,58.93,0.00,5.23,0,64.16
8380,3,2026-05-16 10:30:00,completed,123.24,0.00,10.94,0,134.18
8381,1,2026-06-18 13:15:00,completed,63.92,0.00,5.67,0,69.59
8382,2,2026-03-05 13:10:00,completed,62.98,3.50,5.28,0,64.76
8383,1,2025-11-19 13:20:00,completed,43.10,2.50,3.60,0,44.20
8384,3,2026-04-01 11:40:00,voided,0,0,0,0,0
8385,3,2026-05-26 11:55:00,completed,7.98,0.00,0.71,0,8.69
8386,1,2026-05-14 12:50:00,completed,63.40,2.00,5.45,0,66.85
8387,2,2026-03-06 16:35:00,completed,43.96,0.00,3.90,0,47.86
8388,3,2025-12-22 17:05:00,completed,21.97,0.00,1.95,0,23.92
8389,3,2026-06-28 12:50:00,completed,19.46,0.00,1.73,0,21.19
8390,1,2026-02-01 11:30:00,completed,23.96,0.00,2.13,0,26.09
8391,1,2025-12-31 10:00:00,completed,39.45,1.00,3.41,0,41.86
8392,3,2026-02-18 13:40:00,completed,27.96,0.00,2.48,0,30.44
8393,3,2025-12-02 11:45:00,completed,117.27,0.00,10.41,0,127.68
8394,3,2026-07-27 18:55:00,completed,26.45,0.00,2.35,0,28.80
8395,3,2025-12-26 09:10:00,voided,0,0,0,0,0
8396,1,2026-01-29 12:55:00,completed,56.08,1.00,4.89,0,59.97
8397,3,2025-11-10 11:55:00,completed,76.25,0.00,6.77,0,83.02
8398,3,2026-02-07 17:15:00,completed,47.43,0.00,4.21,0,51.64
8399,3,2026-02-12 17:30:00,completed,53.34,0.00,4.73,0,58.07
8400,3,2026-07-22 16:10:00,completed,26.97,0.00,2.39,0,29.36
8401,2,2025-11-05 20:20:00,completed,46.91,1.00,4.07,0,49.98
8402,1,2026-06-11 19:55:00,completed,56.45,0.00,5.01,0,61.46
8403,2,2026-03-02 09:00:00,completed,61.42,0.00,5.45,0,66.87
8404,2,2026-04-30 09:40:00,completed,4.49,0.00,0.40,0,4.89
8405,2,2025-11-11 15:15:00,completed,15.96,0.00,1.42,0,17.38
8406,3,2026-01-16 15:10:00,completed,39.32,1.00,3.40,0,41.72
8407,2,2026-07-05 12:10:00,completed,28.25,0.00,2.51,0,30.76
8408,3,2026-06-22 17:25:00,completed,92.87,0.00,8.24,0,101.11
8409,3,2025-11-19 14:05:00,completed,9.87,0.00,0.88,0,10.75
8410,2,2026-05-29 18:45:00,completed,137.32,0.50,12.14,0,148.96
8411,2,2026-01-01 18:20:00,completed,9.49,2.00,0.66,0,8.15
8412,1,2026-03-23 11:35:00,completed,101.83,0.00,9.04,0,110.87
8413,1,2025-12-15 11:35:00,completed,50.78,2.50,4.28,0,52.56
8414,1,2026-07-21 11:50:00,completed,14.97,0.00,1.33,0,16.30
8415,2,2026-03-26 17:25:00,completed,17.78,1.50,1.44,0,17.72
8416,3,2026-07-17 16:35:00,completed,62.80,0.50,5.53,0,67.83
8417,2,2026-02-23 19:10:00,completed,59.89,5.00,4.87,0,59.76
8418,3,2026-02-10 19:40:00,completed,94.53,0.00,8.39,0,102.92
8419,3,2025-11-02 09:25:00,completed,55.78,0.50,4.91,0,60.19
8420,3,2026-01-08 17:40:00,completed,45.12,1.50,3.87,0,47.49
8421,3,2025-11-30 15:30:00,completed,73.85,1.00,6.47,0,79.32
8422,1,2026-03-02 12:10:00,completed,5.49,0.00,0.49,0,5.98
8423,1,2025-11-17 19:15:00,completed,25.45,0.00,2.26,0,27.71
8424,3,2026-06-05 18:25:00,completed,60.79,1.00,5.31,0,65.10
8425,1,2025-11-02 09:30:00,completed,4.86,0.00,0.43,0,5.29
8426,3,2026-01-12 20:20:00,voided,0,0,0,0,0
8427,3,2026-02-18 14:20:00,completed,25.98,0.50,2.26,0,27.74
8428,1,2026-06-24 08:30:00,completed,107.41,1.50,9.40,0,115.31
8429,2,2026-04-09 12:20:00,completed,64.07,0.50,5.64,0,69.21
8430,1,2025-11-01 12:50:00,completed,122.85,0.00,10.90,0,133.75
8431,3,2026-03-15 10:05:00,completed,55.42,1.50,4.79,0,58.71
8432,2,2026-04-15 17:30:00,completed,25.96,0.00,2.30,0,28.26
8433,1,2026-02-27 08:00:00,completed,44.44,2.50,3.72,0,45.66
8434,2,2026-06-18 16:40:00,completed,17.96,0.00,1.59,0,19.55
8435,3,2026-07-23 17:40:00,completed,15.98,0.00,1.42,0,17.40
8436,3,2026-05-20 09:50:00,completed,54.43,0.00,4.83,0,59.26
8437,1,2026-07-22 16:35:00,completed,55.36,1.50,4.78,0,58.64
8438,2,2025-11-06 20:15:00,completed,70.19,1.00,6.14,0,75.33
8439,2,2025-11-12 10:25:00,completed,64.30,0.00,5.71,0,70.01
8440,3,2026-07-11 12:25:00,completed,31.45,0.00,2.79,0,34.24
8441,2,2026-03-14 14:20:00,completed,29.32,0.00,2.60,0,31.92
8442,2,2026-05-19 16:30:00,completed,4.79,0.00,0.43,0,5.22
8443,2,2026-02-09 20:35:00,partially_refunded,85.75,0.00,7.61,5.43,93.36
8444,1,2026-06-17 13:50:00,completed,4.49,0.00,0.40,0,4.89
8445,1,2025-11-07 17:20:00,completed,25.96,0.00,2.30,0,28.26
8446,3,2026-02-21 15:40:00,completed,23.25,0.00,2.06,0,25.31
8447,3,2025-12-07 13:10:00,completed,16.97,0.00,1.51,0,18.48
8448,1,2026-05-18 12:45:00,completed,14.97,1.00,1.24,0,15.21
8449,2,2026-03-22 08:45:00,completed,47.91,3.50,3.94,0,48.35
8450,2,2026-06-10 12:10:00,completed,12.99,0.00,1.15,0,14.14
8451,1,2025-11-12 11:55:00,completed,52.94,1.50,4.57,0,56.01
8452,3,2025-11-30 09:55:00,completed,51.43,0.00,4.56,0,55.99
8453,3,2025-11-19 10:55:00,completed,81.27,2.50,6.99,0,85.76
8454,3,2026-06-11 17:40:00,completed,100.22,0.00,8.89,0,109.11
8455,1,2025-12-16 17:55:00,completed,44.95,2.00,3.81,0,46.76
8456,3,2026-01-23 11:40:00,completed,79.17,0.00,7.03,0,86.20
8457,1,2026-05-24 13:05:00,completed,30.45,0.00,2.70,0,33.15
8458,1,2026-03-11 18:35:00,completed,27.75,2.00,2.29,0,28.04
8459,3,2026-07-11 17:35:00,completed,101.73,0.00,9.03,0,110.76
8460,2,2026-07-29 17:45:00,completed,21.94,1.50,1.81,0,22.25
8461,3,2026-02-01 19:25:00,completed,43.31,0.00,3.84,0,47.15
8462,2,2026-01-13 18:15:00,completed,88.55,0.50,7.81,0,95.86
8463,1,2026-01-23 15:30:00,completed,43.43,0.00,3.85,0,47.28
8464,1,2026-04-02 19:25:00,completed,50.31,0.00,4.47,0,54.78
8465,2,2026-03-24 13:20:00,completed,68.06,0.00,6.04,0,74.10
8466,1,2026-07-03 08:05:00,completed,40.80,0.00,3.62,0,44.42
8467,2,2025-11-02 18:00:00,completed,101.39,0.00,9.00,0,110.39
8468,1,2026-04-25 11:55:00,completed,28.13,1.50,2.36,0,28.99
8469,1,2025-11-27 18:10:00,completed,31.12,0.00,2.76,0,33.88
8470,1,2025-11-12 12:10:00,completed,13.47,0.00,1.20,0,14.67
8471,3,2026-02-14 11:10:00,completed,59.21,3.50,4.94,0,60.65
8472,1,2026-02-20 14:15:00,completed,49.91,0.00,4.43,0,54.34
8473,1,2025-12-07 20:40:00,completed,30.96,2.00,2.57,0,31.53
8474,2,2026-07-11 19:20:00,completed,12.87,0.00,1.14,0,14.01
8475,1,2026-04-09 19:15:00,completed,47.10,1.00,4.09,0,50.19
8476,1,2026-06-26 09:30:00,completed,37.95,0.00,3.37,0,41.32
8477,2,2026-03-10 20:00:00,completed,12.87,0.00,1.14,0,14.01
8478,1,2026-02-13 17:15:00,completed,29.13,0.00,2.59,0,31.72
8479,3,2026-07-04 12:00:00,completed,47.69,2.00,4.05,0,49.74
8480,3,2026-05-09 18:30:00,completed,58.92,1.50,5.10,0,62.52
8481,2,2026-07-06 09:40:00,completed,4.99,0.50,0.40,0,4.89
8482,3,2026-02-20 10:20:00,completed,41.60,0.50,3.65,0,44.75
8483,2,2026-03-04 11:55:00,completed,54.21,0.00,4.81,0,59.02
8484,3,2026-05-21 17:30:00,completed,64.88,0.00,5.76,0,70.64
8485,1,2026-01-24 08:20:00,completed,77.86,0.00,6.91,0,84.77
8486,2,2026-01-18 11:20:00,completed,25.95,0.00,2.30,0,28.25
8487,1,2026-04-12 20:35:00,completed,69.55,0.50,6.13,0,75.18
8488,2,2026-06-27 18:30:00,completed,71.67,0.00,6.36,0,78.03
8489,1,2026-02-25 15:50:00,completed,23.95,0.00,2.13,0,26.08
8490,2,2026-05-12 19:20:00,completed,19.98,1.00,1.68,0,20.66
8491,3,2026-02-19 20:45:00,completed,49.44,2.00,4.21,0,51.65
8492,3,2026-05-28 11:50:00,completed,53.68,2.50,4.54,0,55.72
8493,3,2026-06-11 12:55:00,completed,82.88,2.00,7.18,0,88.06
8494,1,2026-04-19 18:55:00,completed,61.89,1.00,5.40,0,66.29
8495,1,2026-02-06 10:05:00,completed,74.17,0.00,6.58,0,80.75
8496,1,2025-11-13 08:45:00,completed,63.54,0.00,5.64,0,69.18
8497,1,2026-03-15 19:55:00,partially_refunded,57.57,0.00,5.11,4.89,62.68
8498,1,2026-02-08 09:00:00,completed,87.96,1.00,7.72,0,94.68
8499,1,2026-01-25 19:50:00,completed,47.96,0.00,4.26,0,52.22
8500,1,2026-02-15 14:05:00,completed,20.95,0.00,1.86,0,22.81
8501,3,2026-02-13 13:05:00,completed,66.29,0.00,5.88,0,72.17
8502,3,2026-07-09 11:05:00,completed,17.57,0.50,1.51,0,18.58
8503,1,2025-12-22 13:40:00,completed,32.92,0.00,2.92,0,35.84
8504,1,2025-12-16 12:30:00,completed,91.86,0.50,8.11,0,99.47
8505,1,2025-11-23 11:20:00,completed,20.36,0.00,1.81,0,22.17
8506,2,2026-05-19 09:20:00,completed,72.38,2.00,6.25,0,76.63
8507,1,2026-03-05 18:55:00,completed,81.89,3.00,7.00,0,85.89
8508,1,2026-05-08 16:30:00,completed,79.41,0.00,7.05,0,86.46
8509,3,2026-07-02 18:15:00,completed,36.12,0.00,3.21,0,39.33
8510,3,2026-07-24 09:45:00,completed,69.35,0.00,6.15,0,75.50
8511,3,2026-06-09 09:25:00,completed,142.80,4.00,12.32,0,151.12
8512,2,2026-03-05 16:10:00,completed,91.90,0.00,8.16,0,100.06
8513,2,2026-02-11 12:40:00,completed,98.23,2.29,8.51,0,104.45
8514,3,2025-12-16 11:25:00,completed,39.54,0.00,3.51,0,43.05
8515,1,2026-01-25 15:25:00,partially_refunded,64.39,0.00,5.71,19.57,70.10
8516,3,2026-02-14 19:20:00,completed,18.76,0.00,1.66,0,20.42
8517,2,2026-06-02 11:50:00,completed,64.59,1.50,5.60,0,68.69
8518,1,2025-12-15 11:00:00,completed,29.14,0.00,2.59,0,31.73
8519,3,2025-12-31 11:00:00,completed,25.85,0.00,2.29,0,28.14
8520,3,2026-02-02 17:15:00,completed,4.49,0.00,0.40,0,4.89
8521,1,2025-12-22 18:05:00,completed,86.36,2.00,7.49,0,91.85
8522,2,2026-03-16 10:20:00,completed,16.45,2.00,1.28,0,15.73
8523,2,2026-02-21 16:15:00,completed,4.99,2.00,0.27,0,3.26
8524,2,2026-04-03 09:45:00,completed,41.42,0.00,3.68,0,45.10
8525,3,2025-12-29 10:25:00,completed,49.89,2.00,4.25,0,52.14
8526,3,2026-05-20 15:55:00,completed,3.99,1.00,0.27,0,3.26
8527,1,2026-05-30 13:25:00,completed,27.96,0.00,2.48,0,30.44
8528,2,2026-07-01 08:45:00,completed,71.32,0.00,6.33,0,77.65
8529,1,2026-02-07 12:15:00,completed,83.54,0.00,7.41,0,90.95
8530,2,2026-03-10 10:05:00,completed,30.53,0.00,2.71,0,33.24
8531,3,2025-11-09 13:45:00,completed,50.92,0.00,4.52,0,55.44
8532,2,2026-06-05 12:45:00,completed,59.40,0.00,5.27,0,64.67
8533,3,2025-12-20 15:20:00,completed,50.70,0.00,4.50,0,55.20
8534,3,2026-06-05 11:55:00,completed,65.37,2.00,5.62,0,68.99
8535,2,2026-03-04 17:30:00,completed,49.19,0.00,4.37,0,53.56
8536,2,2026-02-18 19:40:00,completed,43.41,1.50,3.72,0,45.63
8537,2,2026-02-10 12:45:00,completed,35.84,0.00,3.18,0,39.02
8538,2,2026-06-04 08:40:00,completed,53.82,2.00,4.60,0,56.42
8539,3,2026-01-04 18:05:00,completed,5.99,0.00,0.53,0,6.52
8540,1,2025-11-04 17:35:00,completed,27.76,0.00,2.46,0,30.22
8541,1,2026-02-07 18:10:00,completed,67.39,0.00,5.98,0,73.37
8542,1,2025-11-20 10:50:00,completed,15.03,0.00,1.33,0,16.36
8543,1,2026-01-08 17:35:00,completed,40.63,1.50,3.47,0,42.60
8544,2,2026-02-01 09:55:00,completed,11.96,0.00,1.06,0,13.02
8545,3,2026-02-04 17:15:00,completed,54.91,1.50,4.74,0,58.15
8546,1,2026-02-27 14:30:00,completed,36.75,0.50,3.22,0,39.47
8547,3,2026-07-02 09:00:00,completed,6.58,0.00,0.58,0,7.16
8548,1,2026-04-28 12:35:00,completed,22.55,1.00,1.91,0,23.46
8549,2,2026-07-30 15:10:00,completed,45.71,0.50,4.01,0,49.22
8550,3,2026-02-01 14:50:00,partially_refunded,10.47,0.00,0.93,3.80,11.40
8551,1,2026-02-18 20:00:00,completed,25.95,0.00,2.30,0,28.25
8552,2,2026-01-18 13:10:00,completed,15.27,2.50,1.13,0,13.90
8553,1,2026-02-09 11:50:00,completed,8.98,1.50,0.66,0,8.14
8554,3,2025-12-15 18:25:00,completed,10.98,0.00,0.97,0,11.95
8555,3,2026-01-07 09:15:00,completed,83.85,0.00,7.44,0,91.29
8556,3,2026-04-08 19:25:00,completed,50.90,0.00,4.52,0,55.42
8557,1,2026-01-06 17:15:00,completed,46.10,0.00,4.09,0,50.19
8558,3,2026-06-12 18:10:00,completed,51.60,1.00,4.49,0,55.09
8559,3,2025-12-09 12:40:00,completed,80.36,0.00,7.13,0,87.49
8560,1,2026-01-24 17:15:00,completed,8.98,0.00,0.80,0,9.78
8561,2,2026-04-26 20:05:00,completed,106.03,2.00,9.23,0,113.26
8562,2,2026-03-03 19:15:00,completed,54.38,1.00,4.74,0,58.12
8563,3,2025-11-01 12:20:00,completed,55.41,0.50,4.87,0,59.78
8564,2,2025-11-30 16:55:00,completed,66.39,1.00,5.80,0,71.19
8565,3,2026-06-13 17:30:00,voided,0,0,0,0,0
8566,2,2026-04-19 11:50:00,completed,13.98,2.00,1.06,0,13.04
8567,3,2026-04-09 14:50:00,completed,42.94,0.00,3.81,0,46.75
8568,1,2026-04-12 19:55:00,completed,11.97,0.00,1.06,0,13.03
8569,2,2026-01-05 19:00:00,completed,51.43,1.50,4.43,0,54.36
8570,2,2026-05-03 17:55:00,completed,13.98,0.00,1.24,0,15.22
8571,3,2026-01-01 20:50:00,completed,14.97,0.50,1.28,0,15.75
8572,2,2025-12-20 16:40:00,completed,59.86,0.00,5.31,0,65.17
8573,3,2026-07-27 12:40:00,completed,29.96,0.00,2.66,0,32.62
8574,3,2026-03-05 17:20:00,completed,37.12,0.00,3.29,0,40.41
8575,1,2026-05-09 16:50:00,completed,44.67,0.00,3.96,0,48.63
8576,1,2025-12-27 11:35:00,completed,60.91,2.00,5.23,0,64.14
8577,3,2026-07-30 12:40:00,partially_refunded,81.36,1.50,7.09,10.33,86.95
8578,2,2026-05-12 14:40:00,completed,17.77,0.00,1.58,0,19.35
8579,2,2025-12-20 12:30:00,completed,99.13,0.00,8.80,0,107.93
8580,3,2025-11-07 10:15:00,completed,17.97,0.00,1.59,0,19.56
8581,2,2026-01-30 12:05:00,completed,69.08,1.00,6.04,0,74.12
8582,1,2025-11-20 08:10:00,completed,10.58,2.00,0.76,0,9.34
8583,1,2026-06-02 09:30:00,completed,4.99,0.00,0.44,0,5.43
8584,2,2026-01-27 13:00:00,completed,82.33,0.00,7.31,0,89.64
8585,3,2026-01-31 14:35:00,completed,29.93,0.00,2.66,0,32.59
8586,1,2025-12-27 11:50:00,completed,11.87,0.00,1.05,0,12.92
8587,3,2026-04-09 10:35:00,completed,91.53,0.50,8.08,0,99.11
8588,1,2026-06-12 11:25:00,completed,8.99,0.00,0.80,0,9.79
8589,3,2026-07-27 18:55:00,completed,31.94,0.00,2.83,0,34.77
8590,3,2026-02-28 17:00:00,completed,38.03,1.50,3.24,0,39.77
8591,1,2025-12-30 08:55:00,completed,56.26,2.00,4.82,0,59.08
8592,2,2026-05-02 08:00:00,completed,45.88,0.00,4.07,0,49.95
8593,3,2026-07-21 19:35:00,completed,4.79,0.00,0.43,0,5.22
8594,1,2026-02-12 09:45:00,completed,26.94,0.00,2.39,0,29.33
8595,1,2026-05-09 08:45:00,completed,66.65,1.50,5.78,0,70.93
8596,3,2025-11-22 15:15:00,completed,13.07,0.00,1.16,0,14.23
8597,2,2026-03-16 17:20:00,completed,14.98,0.00,1.33,0,16.31
8598,2,2026-07-29 17:20:00,completed,62.44,2.00,5.36,0,65.80
8599,2,2025-11-18 16:40:00,completed,57.92,1.00,5.05,0,61.97
8600,3,2026-07-26 11:40:00,completed,4.99,0.00,0.44,0,5.43
8601,3,2026-04-13 11:00:00,completed,40.44,0.00,3.59,0,44.03
8602,2,2026-01-27 12:00:00,completed,69.41,0.00,6.16,0,75.57
8603,3,2026-07-16 17:45:00,completed,81.63,0.00,7.24,0,88.87
8604,2,2026-05-14 18:50:00,completed,6.99,0.00,0.62,0,7.61
8605,2,2026-02-27 17:20:00,completed,27.96,0.00,2.48,0,30.44
8606,2,2026-05-23 08:25:00,completed,28.43,0.00,2.52,0,30.95
8607,3,2025-11-15 17:25:00,completed,12.99,0.00,1.15,0,14.14
8608,3,2026-07-27 13:10:00,completed,50.94,0.00,4.52,0,55.46
8609,1,2025-11-05 20:55:00,completed,36.43,0.00,3.23,0,39.66
8610,3,2025-11-30 20:20:00,completed,57.69,0.00,5.12,0,62.81
8611,1,2025-11-02 14:20:00,completed,45.02,0.00,4.00,0,49.02
8612,1,2026-04-29 16:20:00,completed,11.99,0.00,1.06,0,13.05
8613,2,2026-06-24 13:40:00,completed,59.60,2.00,5.11,0,62.71
8614,2,2026-05-24 16:40:00,completed,50.29,0.00,4.46,0,54.75
8615,2,2025-12-17 09:10:00,completed,13.57,0.00,1.20,0,14.77
8616,2,2026-06-22 14:15:00,completed,88.96,0.00,7.90,0,96.86
8617,1,2026-03-05 08:20:00,completed,26.96,0.00,2.39,0,29.35
8618,3,2026-05-31 18:10:00,completed,30.74,0.00,2.73,0,33.47
8619,3,2026-01-30 09:15:00,completed,74.37,0.00,6.60,0,80.97
8620,1,2026-05-13 14:35:00,completed,64.89,0.00,5.76,0,70.65
8621,3,2026-06-01 14:45:00,completed,117.71,0.00,10.45,0,128.16
8622,3,2026-01-23 10:25:00,completed,58.01,1.50,5.02,0,61.53
8623,1,2026-04-03 09:15:00,completed,51.92,4.50,4.21,0,51.63
8624,1,2025-12-21 14:00:00,completed,6.99,0.00,0.62,0,7.61
8625,3,2026-04-05 18:05:00,completed,81.36,0.50,7.18,0,88.04
8626,1,2026-01-18 15:30:00,completed,75.39,0.00,6.69,0,82.08
8627,3,2026-01-27 12:05:00,completed,32.96,2.00,2.75,0,33.71
8628,3,2026-03-16 20:10:00,completed,69.41,0.00,6.16,0,75.57
8629,3,2026-01-26 15:40:00,completed,12.98,0.00,1.15,0,14.13
8630,1,2026-06-02 12:20:00,completed,10.98,0.00,0.97,0,11.95
8631,1,2026-07-01 15:50:00,completed,46.93,1.50,4.03,0,49.46
8632,1,2025-12-06 14:50:00,completed,21.16,0.00,1.88,0,23.04
8633,2,2025-12-13 17:55:00,completed,79.16,2.00,6.85,0,84.01
8634,2,2026-04-18 19:25:00,completed,33.73,0.00,2.99,0,36.72
8635,3,2026-07-20 14:35:00,completed,27.96,0.00,2.48,0,30.44
8636,1,2026-01-19 11:30:00,completed,100.41,0.00,8.91,0,109.32
8637,2,2026-04-24 17:25:00,completed,74.91,2.00,6.47,0,79.38
8638,1,2025-11-24 10:05:00,completed,77.74,0.50,6.86,0,84.10
8639,1,2026-01-29 11:50:00,completed,119.22,2.00,10.40,0,127.62
8640,3,2025-12-26 09:40:00,completed,38.97,0.00,3.46,0,42.43
8641,3,2026-06-08 19:00:00,completed,78.25,1.50,6.81,0,83.56
8642,2,2025-11-12 09:25:00,completed,44.91,1.50,3.85,0,47.26
8643,2,2025-11-30 19:10:00,completed,69.92,2.50,5.98,0,73.40
8644,3,2026-02-02 09:20:00,completed,61.88,0.00,5.49,0,67.37
8645,1,2025-11-12 19:50:00,completed,47.93,2.00,4.08,0,50.01
8646,1,2026-01-03 08:20:00,completed,66.37,0.00,5.89,0,72.26
8647,1,2026-07-01 13:15:00,completed,13.47,0.00,1.20,0,14.67
8648,3,2026-04-30 12:40:00,completed,35.00,3.00,2.84,0,34.84
8649,2,2025-12-16 10:45:00,voided,0,0,0,0,0
8650,3,2026-06-01 09:50:00,completed,57.83,0.00,5.13,0,62.96
8651,2,2025-11-29 13:50:00,completed,65.92,0.00,5.85,0,71.77
8652,1,2026-03-28 13:05:00,completed,82.02,2.00,7.10,0,87.12
8653,1,2025-12-23 12:25:00,completed,30.54,0.00,2.71,0,33.25
8654,1,2025-12-23 16:00:00,completed,31.25,0.00,2.77,0,34.02
8655,1,2026-05-31 15:45:00,completed,33.30,0.00,2.96,0,36.26
8656,2,2025-12-13 09:50:00,completed,37.44,1.00,3.23,0,39.67
8657,2,2025-12-25 09:15:00,completed,35.52,0.00,3.15,0,38.67
8658,3,2026-02-19 15:20:00,completed,83.22,0.50,7.34,0,90.06
8659,1,2026-06-05 18:50:00,completed,27.92,0.00,2.48,0,30.40
8660,2,2026-01-27 19:05:00,completed,77.96,1.50,6.79,0,83.25
