adjustment_id,store_id,product_id,adjustment_time,adjustment_type,quantity_delta,notes
1042,1,22,2026-04-05 07:30:00,delivery,36,Inventory received for purchase order 227
1043,1,27,2026-04-05 07:30:00,delivery,72,Inventory received for purchase order 227
1044,1,48,2026-04-05 07:30:00,delivery,48,Inventory received for purchase order 227
1045,1,25,2026-04-06 07:30:00,delivery,48,Inventory received for purchase order 228
1046,1,26,2026-04-06 07:30:00,delivery,108,Inventory received for purchase order 228
1047,1,30,2026-04-06 07:30:00,delivery,36,Inventory received for purchase order 228
1048,1,34,2026-04-03 07:30:00,delivery,40,Inventory received for purchase order 229
1049,1,46,2026-04-03 07:30:00,delivery,72,Inventory received for purchase order 229
1050,1,13,2026-04-04 07:30:00,delivery,20,Inventory received for purchase order 230
1051,1,20,2026-04-04 07:30:00,delivery,69,Inventory received for purchase order 230
1052,1,28,2026-04-04 07:30:00,delivery,88,Inventory received for purchase order 230
1053,1,35,2026-04-04 07:30:00,delivery,40,Inventory received for purchase order 230
1054,1,44,2026-04-04 07:30:00,delivery,72,Inventory received for purchase order 230
1055,1,16,2026-04-04 07:30:00,delivery,60,Inventory received for purchase order 231
1056,1,24,2026-04-04 07:30:00,delivery,72,Inventory received for purchase order 231
1057,1,29,2026-04-04 07:30:00,delivery,60,Inventory received for purchase order 231
1058,1,36,2026-04-04 07:30:00,delivery,72,Inventory received for purchase order 231
1059,1,43,2026-04-04 07:30:00,delivery,72,Inventory received for purchase order 231
1060,1,45,2026-04-04 07:30:00,delivery,48,Inventory received for purchase order 231
1061,1,11,2026-04-04 07:30:00,delivery,66,Inventory received for purchase order 232
1062,1,17,2026-04-04 07:30:00,delivery,48,Inventory received for purchase order 232
1063,1,33,2026-04-04 07:30:00,delivery,42,Inventory received for purchase order 232
1064,1,2,2026-04-05 07:30:00,delivery,100,Inventory received for purchase order 233
1065,1,18,2026-04-05 07:30:00,delivery,72,Inventory received for purchase order 233
1066,1,23,2026-04-05 07:30:00,delivery,64,Inventory received for purchase order 233
1067,1,37,2026-04-05 07:30:00,delivery,72,Inventory received for purchase order 233
1068,1,1,2026-04-06 07:30:00,delivery,108,Inventory received for purchase order 234
1069,1,5,2026-04-06 07:30:00,delivery,40,Inventory received for purchase order 234
1070,1,10,2026-04-06 07:30:00,delivery,72,Inventory received for purchase order 234
1071,1,19,2026-04-06 07:30:00,delivery,50,Inventory received for purchase order 234
1072,1,31,2026-04-06 07:30:00,delivery,48,Inventory received for purchase order 234
1073,1,32,2026-04-06 07:30:00,delivery,60,Inventory received for purchase order 234
1074,1,39,2026-04-03 07:30:00,delivery,40,Inventory received for purchase order 235
1075,1,40,2026-04-03 07:30:00,delivery,72,Inventory received for purchase order 235
1076,1,41,2026-04-03 07:30:00,delivery,56,Inventory received for purchase order 235
1077,1,47,2026-04-03 07:30:00,delivery,32,Inventory received for purchase order 235
1078,1,3,2026-04-11 07:30:00,delivery,60,Inventory received for purchase order 236
1079,1,9,2026-04-11 07:30:00,delivery,70,Inventory received for purchase order 236
1080,1,11,2026-04-11 07:30:00,delivery,60,Inventory received for purchase order 236
1081,1,15,2026-04-11 07:30:00,delivery,96,Inventory received for purchase order 236
1082,1,10,2026-04-11 07:30:00,delivery,24,Inventory received for purchase order 237
1083,1,14,2026-04-11 07:30:00,delivery,48,Inventory received for purchase order 237
1084,1,24,2026-04-11 07:30:00,delivery,40,Inventory received for purchase order 237
1085,1,26,2026-04-11 07:30:00,delivery,42,Inventory received for purchase order 237
1086,1,37,2026-04-11 07:30:00,delivery,64,Inventory received for purchase order 237
1087,1,41,2026-04-11 07:30:00,delivery,60,Inventory received for purchase order 237
1088,1,7,2026-04-11 07:30:00,delivery,68,Inventory received for purchase order 238
1089,1,25,2026-04-11 07:30:00,delivery,57,Inventory received for purchase order 238
1090,1,29,2026-04-11 07:30:00,delivery,93,Inventory received for purchase order 238
1091,1,30,2026-04-11 07:30:00,delivery,69,Inventory received for purchase order 238
1092,1,36,2026-04-11 07:30:00,delivery,77,Inventory received for purchase order 238
1093,1,16,2026-04-12 07:30:00,delivery,84,Inventory received for purchase order 239
1094,1,18,2026-04-12 07:30:00,delivery,54,Inventory received for purchase order 239
1095,1,22,2026-04-12 07:30:00,delivery,66,Inventory received for purchase order 239
1096,1,43,2026-04-12 07:30:00,delivery,50,Inventory received for purchase order 239
1097,1,2,2026-04-13 07:30:00,delivery,72,Inventory received for purchase order 240
1098,1,19,2026-04-13 07:30:00,delivery,72,Inventory received for purchase order 240
1099,1,20,2026-04-13 07:30:00,delivery,50,Inventory received for purchase order 240
1100,1,27,2026-04-13 07:30:00,delivery,60,Inventory received for purchase order 240
1101,1,34,2026-04-13 07:30:00,delivery,60,Inventory received for purchase order 240
1102,1,47,2026-04-13 07:30:00,delivery,80,Inventory received for purchase order 240
1103,1,28,2026-04-10 07:30:00,delivery,36,Inventory received for purchase order 241
1104,1,40,2026-04-10 07:30:00,delivery,48,Inventory received for purchase order 241
1105,1,17,2026-04-11 07:30:00,delivery,48,Inventory received for purchase order 242
1106,1,33,2026-04-11 07:30:00,delivery,54,Inventory received for purchase order 242
1107,1,13,2026-04-11 07:30:00,delivery,108,Inventory received for purchase order 243
1108,1,21,2026-04-11 07:30:00,delivery,96,Inventory received for purchase order 243
1109,1,23,2026-04-11 07:30:00,delivery,80,Inventory received for purchase order 243
1110,1,35,2026-04-11 07:30:00,delivery,96,Inventory received for purchase order 243
1111,1,45,2026-04-11 07:30:00,delivery,60,Inventory received for purchase order 243
1112,1,48,2026-04-11 07:30:00,delivery,50,Inventory received for purchase order 243
1113,1,1,2026-04-11 07:30:00,delivery,36,Inventory received for purchase order 244
1114,1,5,2026-04-11 07:30:00,delivery,64,Inventory received for purchase order 244
1115,1,31,2026-04-11 07:30:00,delivery,72,Inventory received for purchase order 244
1116,1,32,2026-04-11 07:30:00,delivery,40,Inventory received for purchase order 244
1117,1,39,2026-04-11 07:30:00,delivery,80,Inventory received for purchase order 244
1118,1,44,2026-04-11 07:30:00,delivery,40,Inventory received for purchase order 244
1119,1,46,2026-04-12 07:30:00,delivery,48,Inventory received for purchase order 245
1120,1,3,2026-04-20 07:30:00,delivery,60,Inventory received for purchase order 246
1121,1,9,2026-04-20 07:30:00,delivery,60,Inventory received for purchase order 246
1122,1,15,2026-04-20 07:30:00,delivery,48,Inventory received for purchase order 246
1123,1,2,2026-04-17 07:30:00,delivery,60,Inventory received for purchase order 247
1124,1,7,2026-04-17 07:30:00,delivery,64,Inventory received for purchase order 247
1125,1,14,2026-04-17 07:30:00,delivery,95,Inventory received for purchase order 247
1126,1,22,2026-04-17 07:30:00,delivery,66,Inventory received for purchase order 247
1127,1,24,2026-04-17 07:30:00,delivery,80,Inventory received for purchase order 247
1128,1,27,2026-04-17 07:30:00,delivery,72,Inventory received for purchase order 247
1129,1,48,2026-04-18 07:30:00,delivery,72,Inventory received for purchase order 248
1130,1,25,2026-04-18 07:30:00,delivery,60,Inventory received for purchase order 249
1131,1,30,2026-04-18 07:30:00,delivery,72,Inventory received for purchase order 249
1132,1,34,2026-04-18 07:30:00,delivery,60,Inventory received for purchase order 250
1133,1,44,2026-04-18 07:30:00,delivery,96,Inventory received for purchase order 250
1134,1,46,2026-04-18 07:30:00,delivery,72,Inventory received for purchase order 250
1135,1,13,2026-04-19 07:30:00,delivery,40,Inventory received for purchase order 251
1136,1,20,2026-04-19 07:30:00,delivery,100,Inventory received for purchase order 251
1137,1,28,2026-04-19 07:30:00,delivery,88,Inventory received for purchase order 251
1138,1,35,2026-04-19 07:30:00,delivery,40,Inventory received for purchase order 251
1139,1,16,2026-04-20 07:30:00,delivery,80,Inventory received for purchase order 252
1140,1,26,2026-04-20 07:30:00,delivery,80,Inventory received for purchase order 252
1141,1,29,2026-04-20 07:30:00,delivery,20,Inventory received for purchase order 252
1142,1,36,2026-04-20 07:30:00,delivery,72,Inventory received for purchase order 252
1143,1,43,2026-04-20 07:30:00,delivery,48,Inventory received for purchase order 252
1144,1,45,2026-04-20 07:30:00,delivery,96,Inventory received for purchase order 252
1145,1,11,2026-04-17 07:30:00,delivery,78,Inventory received for purchase order 253
1146,1,17,2026-04-17 07:30:00,delivery,72,Inventory received for purchase order 253
1147,1,32,2026-04-17 07:30:00,delivery,72,Inventory received for purchase order 253
1148,1,33,2026-04-17 07:30:00,delivery,84,Inventory received for purchase order 253
1149,1,37,2026-04-17 07:30:00,delivery,48,Inventory received for purchase order 253
1150,1,18,2026-04-18 07:30:00,delivery,80,Inventory received for purchase order 254
1151,1,21,2026-04-18 07:30:00,delivery,48,Inventory received for purchase order 254
1152,1,23,2026-04-18 07:30:00,delivery,80,Inventory received for purchase order 254
1153,1,31,2026-04-18 07:30:00,delivery,60,Inventory received for purchase order 254
1154,1,1,2026-04-18 07:30:00,delivery,69,Inventory received for purchase order 255
1155,1,5,2026-04-18 07:30:00,delivery,54,Inventory received for purchase order 255
1156,1,10,2026-04-18 07:30:00,delivery,69,Inventory received for purchase order 255
1157,1,19,2026-04-18 07:30:00,delivery,38,Inventory received for purchase order 255
1158,1,39,2026-04-18 07:30:00,delivery,57,Inventory received for purchase order 255
1159,1,40,2026-04-18 07:30:00,delivery,69,Inventory received for purchase order 255
1160,1,41,2026-04-18 07:30:00,delivery,64,Inventory received for purchase order 256
1161,1,47,2026-04-18 07:30:00,delivery,48,Inventory received for purchase order 256
1162,1,3,2026-04-26 07:30:00,delivery,79,Inventory received for purchase order 257
1163,1,9,2026-04-26 07:30:00,delivery,60,Inventory received for purchase order 257
1164,1,11,2026-04-26 07:30:00,delivery,80,Inventory received for purchase order 257
1165,1,15,2026-04-26 07:30:00,delivery,48,Inventory received for purchase order 257
1166,1,20,2026-04-26 07:30:00,delivery,72,Inventory received for purchase order 257
1167,1,7,2026-04-27 07:30:00,delivery,72,Inventory received for purchase order 258
1168,1,10,2026-04-27 07:30:00,delivery,24,Inventory received for purchase order 258
1169,1,14,2026-04-27 07:30:00,delivery,24,Inventory received for purchase order 258
1170,1,26,2026-04-27 07:30:00,delivery,72,Inventory received for purchase order 258
1171,1,27,2026-04-27 07:30:00,delivery,72,Inventory received for purchase order 258
1172,1,41,2026-04-27 07:30:00,delivery,84,Inventory received for purchase order 258
1173,1,25,2026-04-24 07:30:00,delivery,48,Inventory received for purchase order 259
1174,1,29,2026-04-24 07:30:00,delivery,48,Inventory received for purchase order 259
1175,1,30,2026-04-24 07:30:00,delivery,36,Inventory received for purchase order 259
1176,1,36,2026-04-24 07:30:00,delivery,80,Inventory received for purchase order 259
1177,1,16,2026-04-25 07:30:00,delivery,84,Inventory received for purchase order 260
1178,1,18,2026-04-25 07:30:00,delivery,60,Inventory received for purchase order 260
1179,1,22,2026-04-25 07:30:00,delivery,60,Inventory received for purchase order 260
1180,1,19,2026-04-25 07:30:00,delivery,72,Inventory received for purchase order 261
1181,1,34,2026-04-25 07:30:00,delivery,36,Inventory received for purchase order 261
1182,1,47,2026-04-25 07:30:00,delivery,80,Inventory received for purchase order 261
1183,1,24,2026-04-25 07:30:00,delivery,72,Inventory received for purchase order 262
1184,1,28,2026-04-25 07:30:00,delivery,66,Inventory received for purchase order 262
1185,1,40,2026-04-25 07:30:00,delivery,32,Inventory received for purchase order 262
1186,1,43,2026-04-25 07:30:00,delivery,48,Inventory received for purchase order 262
1187,1,17,2026-04-26 07:30:00,delivery,72,Inventory received for purchase order 263
1188,1,32,2026-04-26 07:30:00,delivery,66,Inventory received for purchase order 263
1189,1,33,2026-04-26 07:30:00,delivery,48,Inventory received for purchase order 263
1190,1,37,2026-04-26 07:30:00,delivery,48,Inventory received for purchase order 263
1191,1,2,2026-04-27 07:30:00,delivery,60,Inventory received for purchase order 264
1192,1,13,2026-04-27 07:30:00,delivery,72,Inventory received for purchase order 264
1193,1,21,2026-04-27 07:30:00,delivery,72,Inventory received for purchase order 264
1194,1,23,2026-04-27 07:30:00,delivery,48,Inventory received for purchase order 264
1195,1,31,2026-04-27 07:30:00,delivery,72,Inventory received for purchase order 264
1196,1,35,2026-04-27 07:30:00,delivery,96,Inventory received for purchase order 264
1197,1,39,2026-04-24 07:30:00,delivery,40,Inventory received for purchase order 265
1198,1,45,2026-04-24 07:30:00,delivery,72,Inventory received for purchase order 265
1199,1,48,2026-04-24 07:30:00,delivery,59,Inventory received for purchase order 265
1200,1,1,2026-04-25 07:30:00,delivery,72,Inventory received for purchase order 266
1201,1,5,2026-04-25 07:30:00,delivery,72,Inventory received for purchase order 266
1202,1,44,2026-04-25 07:30:00,delivery,60,Inventory received for purchase order 266
1203,1,46,2026-04-25 07:30:00,delivery,48,Inventory received for purchase order 266
1204,1,3,2026-05-02 07:30:00,delivery,80,Inventory received for purchase order 267
1205,1,9,2026-05-02 07:30:00,delivery,70,Inventory received for purchase order 267
1206,1,15,2026-05-02 07:30:00,delivery,96,Inventory received for purchase order 267
1207,1,20,2026-05-02 07:30:00,delivery,72,Inventory received for purchase order 267
1208,1,7,2026-05-02 07:30:00,delivery,56,Inventory received for purchase order 268
1209,1,14,2026-05-02 07:30:00,delivery,72,Inventory received for purchase order 268
1210,1,22,2026-05-02 07:30:00,delivery,66,Inventory received for purchase order 268
1211,1,24,2026-05-02 07:30:00,delivery,70,Inventory received for purchase order 268
1212,1,27,2026-05-02 07:30:00,delivery,36,Inventory received for purchase order 268
1213,1,48,2026-05-02 07:30:00,delivery,48,Inventory received for purchase order 268
1214,1,25,2026-05-03 07:30:00,delivery,60,Inventory received for purchase order 269
1215,1,29,2026-05-03 07:30:00,delivery,48,Inventory received for purchase order 269
1216,1,30,2026-05-03 07:30:00,delivery,36,Inventory received for purchase order 269
1217,1,34,2026-05-04 07:30:00,delivery,60,Inventory received for purchase order 270
1218,1,44,2026-05-04 07:30:00,delivery,48,Inventory received for purchase order 270
1219,1,46,2026-05-04 07:30:00,delivery,48,Inventory received for purchase order 270
1220,1,13,2026-05-01 07:30:00,delivery,60,Inventory received for purchase order 271
1221,1,28,2026-05-01 07:30:00,delivery,56,Inventory received for purchase order 271
1222,1,35,2026-05-01 07:30:00,delivery,40,Inventory received for purchase order 271
1223,1,16,2026-05-02 07:30:00,delivery,38,Inventory received for purchase order 272
1224,1,26,2026-05-02 07:30:00,delivery,48,Inventory received for purchase order 272
1225,1,36,2026-05-02 07:30:00,delivery,61,Inventory received for purchase order 272
1226,1,43,2026-05-02 07:30:00,delivery,46,Inventory received for purchase order 272
1227,1,45,2026-05-02 07:30:00,delivery,38,Inventory received for purchase order 272
1228,1,11,2026-05-02 07:30:00,delivery,54,Inventory received for purchase order 273
1229,1,17,2026-05-02 07:30:00,delivery,48,Inventory received for purchase order 273
1230,1,32,2026-05-02 07:30:00,delivery,78,Inventory received for purchase order 273
1231,1,33,2026-05-02 07:30:00,delivery,78,Inventory received for purchase order 273
1232,1,2,2026-05-02 07:30:00,delivery,80,Inventory received for purchase order 274
1233,1,5,2026-05-02 07:30:00,delivery,72,Inventory received for purchase order 274
1234,1,18,2026-05-02 07:30:00,delivery,48,Inventory received for purchase order 274
1235,1,21,2026-05-02 07:30:00,delivery,24,Inventory received for purchase order 274
1236,1,23,2026-05-02 07:30:00,delivery,55,Inventory received for purchase order 274
1237,1,37,2026-05-02 07:30:00,delivery,72,Inventory received for purchase order 274
1238,1,1,2026-05-03 07:30:00,delivery,72,Inventory received for purchase order 275
1239,1,10,2026-05-03 07:30:00,delivery,72,Inventory received for purchase order 275
1240,1,19,2026-05-03 07:30:00,delivery,70,Inventory received for purchase order 275
1241,1,31,2026-05-03 07:30:00,delivery,72,Inventory received for purchase order 275
1242,1,39,2026-05-03 07:30:00,delivery,80,Inventory received for purchase order 275
1243,1,40,2026-05-03 07:30:00,delivery,72,Inventory received for purchase order 275
1244,1,41,2026-05-04 07:30:00,delivery,56,Inventory received for purchase order 276
1245,1,47,2026-05-04 07:30:00,delivery,32,Inventory received for purchase order 276
1246,1,3,2026-05-08 07:30:00,delivery,60,Inventory received for purchase order 277
1247,1,9,2026-05-08 07:30:00,delivery,50,Inventory received for purchase order 277
1248,1,15,2026-05-08 07:30:00,delivery,48,Inventory received for purchase order 277
1249,1,20,2026-05-08 07:30:00,delivery,72,Inventory received for purchase order 277
1250,1,7,2026-05-09 07:30:00,delivery,72,Inventory received for purchase order 278
1251,1,10,2026-05-09 07:30:00,delivery,80,Inventory received for purchase order 278
1252,1,14,2026-05-09 07:30:00,delivery,48,Inventory received for purchase order 278
1253,1,26,2026-05-09 07:30:00,delivery,72,Inventory received for purchase order 278
1254,1,37,2026-05-09 07:30:00,delivery,32,Inventory received for purchase order 278
1255,1,41,2026-05-09 07:30:00,delivery,54,Inventory received for purchase order 278
1256,1,25,2026-05-09 07:30:00,delivery,60,Inventory received for purchase order 279
1257,1,29,2026-05-09 07:30:00,delivery,96,Inventory received for purchase order 279
1258,1,30,2026-05-09 07:30:00,delivery,72,Inventory received for purchase order 279
1259,1,36,2026-05-09 07:30:00,delivery,70,Inventory received for purchase order 279
1260,1,16,2026-05-09 07:30:00,delivery,48,Inventory received for purchase order 280
1261,1,18,2026-05-09 07:30:00,delivery,42,Inventory received for purchase order 280
1262,1,22,2026-05-09 07:30:00,delivery,48,Inventory received for purchase order 280
1263,1,43,2026-05-09 07:30:00,delivery,80,Inventory received for purchase order 280
1264,1,19,2026-05-10 07:30:00,delivery,72,Inventory received for purchase order 281
1265,1,27,2026-05-10 07:30:00,delivery,60,Inventory received for purchase order 281
1266,1,34,2026-05-10 07:30:00,delivery,60,Inventory received for purchase order 281
1267,1,35,2026-05-10 07:30:00,delivery,100,Inventory received for purchase order 281
1268,1,47,2026-05-10 07:30:00,delivery,60,Inventory received for purchase order 281
1269,1,24,2026-05-11 07:30:00,delivery,96,Inventory received for purchase order 282
1270,1,28,2026-05-11 07:30:00,delivery,48,Inventory received for purchase order 282
1271,1,40,2026-05-11 07:30:00,delivery,64,Inventory received for purchase order 282
1272,1,11,2026-05-08 07:30:00,delivery,84,Inventory received for purchase order 283
1273,1,17,2026-05-08 07:30:00,delivery,71,Inventory received for purchase order 283
1274,1,33,2026-05-08 07:30:00,delivery,60,Inventory received for purchase order 283
1275,1,2,2026-05-09 07:30:00,delivery,40,Inventory received for purchase order 284
1276,1,5,2026-05-09 07:30:00,delivery,108,Inventory received for purchase order 284
1277,1,13,2026-05-09 07:30:00,delivery,72,Inventory received for purchase order 284
1278,1,21,2026-05-09 07:30:00,delivery,72,Inventory received for purchase order 284
1279,1,23,2026-05-09 07:30:00,delivery,96,Inventory received for purchase order 284
1280,1,31,2026-05-09 07:30:00,delivery,72,Inventory received for purchase order 284
1281,1,39,2026-05-09 07:30:00,delivery,80,Inventory received for purchase order 285
1282,1,45,2026-05-09 07:30:00,delivery,96,Inventory received for purchase order 285
1283,1,48,2026-05-09 07:30:00,delivery,90,Inventory received for purchase order 285
1284,1,1,2026-05-09 07:30:00,delivery,72,Inventory received for purchase order 286
1285,1,32,2026-05-09 07:30:00,delivery,60,Inventory received for purchase order 286
1286,1,44,2026-05-09 07:30:00,delivery,50,Inventory received for purchase order 286
1287,1,46,2026-05-09 07:30:00,delivery,72,Inventory received for purchase order 286
1288,1,3,2026-05-17 07:30:00,delivery,60,Inventory received for purchase order 287
1289,1,9,2026-05-17 07:30:00,delivery,80,Inventory received for purchase order 287
1290,1,15,2026-05-17 07:30:00,delivery,96,Inventory received for purchase order 287
1291,1,21,2026-05-17 07:30:00,delivery,40,Inventory received for purchase order 287
1292,1,7,2026-05-18 07:30:00,delivery,48,Inventory received for purchase order 288
1293,1,14,2026-05-18 07:30:00,delivery,96,Inventory received for purchase order 288
1294,1,22,2026-05-18 07:30:00,delivery,54,Inventory received for purchase order 288
1295,1,27,2026-05-18 07:30:00,delivery,72,Inventory received for purchase order 288
1296,1,48,2026-05-18 07:30:00,delivery,72,Inventory received for purchase order 288
1297,1,25,2026-05-15 07:30:00,delivery,69,Inventory received for purchase order 289
1298,1,26,2026-05-15 07:30:00,delivery,105,Inventory received for purchase order 289
1299,1,30,2026-05-15 07:30:00,delivery,69,Inventory received for purchase order 289
1300,1,34,2026-05-16 07:30:00,delivery,40,Inventory received for purchase order 290
1301,1,44,2026-05-16 07:30:00,delivery,96,Inventory received for purchase order 290
1302,1,46,2026-05-16 07:30:00,delivery,96,Inventory received for purchase order 290
1303,1,13,2026-05-16 07:30:00,delivery,60,Inventory received for purchase order 291
1304,1,20,2026-05-16 07:30:00,delivery,40,Inventory received for purchase order 291
1305,1,28,2026-05-16 07:30:00,delivery,80,Inventory received for purchase order 291
1306,1,35,2026-05-16 07:30:00,delivery,60,Inventory received for purchase order 291
1307,1,16,2026-05-16 07:30:00,delivery,60,Inventory received for purchase order 292
1308,1,24,2026-05-16 07:30:00,delivery,72,Inventory received for purchase order 292
1309,1,29,2026-05-16 07:30:00,delivery,20,Inventory received for purchase order 292
1310,1,36,2026-05-16 07:30:00,delivery,55,Inventory received for purchase order 292
1311,1,43,2026-05-16 07:30:00,delivery,72,Inventory received for purchase order 292
1312,1,45,2026-05-16 07:30:00,delivery,88,Inventory received for purchase order 292
1313,1,11,2026-05-17 07:30:00,delivery,90,Inventory received for purchase order 293
1314,1,17,2026-05-17 07:30:00,delivery,120,Inventory received for purchase order 293
1315,1,33,2026-05-17 07:30:00,delivery,54,Inventory received for purchase order 293
1316,1,2,2026-05-18 07:30:00,delivery,100,Inventory received for purchase order 294
1317,1,5,2026-05-18 07:30:00,delivery,72,Inventory received for purchase order 294
1318,1,18,2026-05-18 07:30:00,delivery,80,Inventory received for purchase order 294
1319,1,23,2026-05-18 07:30:00,delivery,48,Inventory received for purchase order 294
1320,1,31,2026-05-18 07:30:00,delivery,60,Inventory received for purchase order 294
1321,1,37,2026-05-18 07:30:00,delivery,72,Inventory received for purchase order 294
1322,1,1,2026-05-15 07:30:00,delivery,72,Inventory received for purchase order 295
1323,1,10,2026-05-15 07:30:00,delivery,96,Inventory received for purchase order 295
1324,1,19,2026-05-15 07:30:00,delivery,60,Inventory received for purchase order 295
1325,1,32,2026-05-15 07:30:00,delivery,60,Inventory received for purchase order 295
1326,1,39,2026-05-15 07:30:00,delivery,40,Inventory received for purchase order 295
1327,1,40,2026-05-15 07:30:00,delivery,96,Inventory received for purchase order 295
1328,1,41,2026-05-16 07:30:00,delivery,64,Inventory received for purchase order 296
1329,1,47,2026-05-16 07:30:00,delivery,56,Inventory received for purchase order 296
1330,1,3,2026-05-23 07:30:00,delivery,80,Inventory received for purchase order 297
1331,1,9,2026-05-23 07:30:00,delivery,50,Inventory received for purchase order 297
1332,1,11,2026-05-23 07:30:00,delivery,80,Inventory received for purchase order 297
1333,1,15,2026-05-23 07:30:00,delivery,48,Inventory received for purchase order 297
1334,1,10,2026-05-23 07:30:00,delivery,72,Inventory received for purchase order 298
1335,1,14,2026-05-23 07:30:00,delivery,72,Inventory received for purchase order 298
1336,1,24,2026-05-23 07:30:00,delivery,40,Inventory received for purchase order 298
1337,1,26,2026-05-23 07:30:00,delivery,60,Inventory received for purchase order 298
1338,1,37,2026-05-23 07:30:00,delivery,40,Inventory received for purchase order 298
1339,1,41,2026-05-23 07:30:00,delivery,78,Inventory received for purchase order 298
1340,1,7,2026-05-24 07:30:00,delivery,72,Inventory received for purchase order 299
1341,1,25,2026-05-24 07:30:00,delivery,60,Inventory received for purchase order 299
1342,1,29,2026-05-24 07:30:00,delivery,96,Inventory received for purchase order 299
1343,1,30,2026-05-24 07:30:00,delivery,72,Inventory received for purchase order 299
1344,1,36,2026-05-24 07:30:00,delivery,80,Inventory received for purchase order 299
1345,1,16,2026-05-25 07:30:00,delivery,60,Inventory received for purchase order 300
1346,1,18,2026-05-25 07:30:00,delivery,72,Inventory received for purchase order 300
1347,1,22,2026-05-25 07:30:00,delivery,71,Inventory received for purchase order 300
1348,1,44,2026-05-25 07:30:00,delivery,24,Inventory received for purchase order 300
1349,1,19,2026-05-22 07:30:00,delivery,72,Inventory received for purchase order 301
1350,1,20,2026-05-22 07:30:00,delivery,50,Inventory received for purchase order 301
1351,1,27,2026-05-22 07:30:00,delivery,54,Inventory received for purchase order 301
1352,1,34,2026-05-22 07:30:00,delivery,72,Inventory received for purchase order 301
1353,1,47,2026-05-22 07:30:00,delivery,80,Inventory received for purchase order 301
1354,1,28,2026-05-23 07:30:00,delivery,42,Inventory received for purchase order 302
1355,1,40,2026-05-23 07:30:00,delivery,48,Inventory received for purchase order 302
1356,1,43,2026-05-23 07:30:00,delivery,72,Inventory received for purchase order 302
1357,1,17,2026-05-23 07:30:00,delivery,48,Inventory received for purchase order 303
1358,1,33,2026-05-23 07:30:00,delivery,60,Inventory received for purchase order 303
1359,1,2,2026-05-23 07:30:00,delivery,40,Inventory received for purchase order 304
1360,1,13,2026-05-23 07:30:00,delivery,36,Inventory received for purchase order 304
1361,1,21,2026-05-23 07:30:00,delivery,72,Inventory received for purchase order 304
1362,1,23,2026-05-23 07:30:00,delivery,72,Inventory received for purchase order 304
1363,1,31,2026-05-23 07:30:00,delivery,48,Inventory received for purchase order 304
1364,1,35,2026-05-23 07:30:00,delivery,96,Inventory received for purchase order 304
1365,1,39,2026-05-24 07:30:00,delivery,80,Inventory received for purchase order 305
1366,1,45,2026-05-24 07:30:00,delivery,60,Inventory received for purchase order 305
1367,1,48,2026-05-24 07:30:00,delivery,50,Inventory received for purchase order 305
1368,1,1,2026-05-25 07:30:00,delivery,69,Inventory received for purchase order 306
1369,1,5,2026-05-25 07:30:00,delivery,61,Inventory received for purchase order 306
1370,1,32,2026-05-25 07:30:00,delivery,38,Inventory received for purchase order 306
1371,1,46,2026-05-25 07:30:00,delivery,46,Inventory received for purchase order 306
1372,1,3,2026-05-29 07:30:00,delivery,60,Inventory received for purchase order 307
1373,1,9,2026-05-29 07:30:00,delivery,50,Inventory received for purchase order 307
1374,1,15,2026-05-29 07:30:00,delivery,48,Inventory received for purchase order 307
1375,1,20,2026-05-29 07:30:00,delivery,72,Inventory received for purchase order 307
1376,1,2,2026-05-30 07:30:00,delivery,80,Inventory received for purchase order 308
1377,1,7,2026-05-30 07:30:00,delivery,48,Inventory received for purchase order 308
1378,1,14,2026-05-30 07:30:00,delivery,24,Inventory received for purchase order 308
1379,1,22,2026-05-30 07:30:00,delivery,54,Inventory received for purchase order 308
1380,1,24,2026-05-30 07:30:00,delivery,70,Inventory received for purchase order 308
1381,1,27,2026-05-30 07:30:00,delivery,72,Inventory received for purchase order 308
1382,1,48,2026-05-30 07:30:00,delivery,96,Inventory received for purchase order 309
1383,1,25,2026-05-30 07:30:00,delivery,60,Inventory received for purchase order 310
1384,1,26,2026-05-30 07:30:00,delivery,71,Inventory received for purchase order 310
1385,1,30,2026-05-30 07:30:00,delivery,36,Inventory received for purchase order 310
1386,1,34,2026-05-31 07:30:00,delivery,80,Inventory received for purchase order 311
1387,1,43,2026-05-31 07:30:00,delivery,50,Inventory received for purchase order 311
1388,1,46,2026-05-31 07:30:00,delivery,72,Inventory received for purchase order 311
1389,1,13,2026-06-01 07:30:00,delivery,60,Inventory received for purchase order 312
1390,1,28,2026-06-01 07:30:00,delivery,72,Inventory received for purchase order 312
1391,1,35,2026-06-01 07:30:00,delivery,80,Inventory received for purchase order 312
1392,1,44,2026-06-01 07:30:00,delivery,72,Inventory received for purchase order 312
1393,1,16,2026-05-29 07:30:00,delivery,80,Inventory received for purchase order 313
1394,1,29,2026-05-29 07:30:00,delivery,60,Inventory received for purchase order 313
1395,1,36,2026-05-29 07:30:00,delivery,80,Inventory received for purchase order 313
1396,1,45,2026-05-29 07:30:00,delivery,80,Inventory received for purchase order 313
1397,1,11,2026-05-30 07:30:00,delivery,24,Inventory received for purchase order 314
1398,1,17,2026-05-30 07:30:00,delivery,72,Inventory received for purchase order 314
