return_id,sale_item_id,processed_by_employee_id,return_time,quantity_returned,refund_amount,return_reason
427,60167,7,2025-12-16 08:00:00,1,13.05,Quality issue
428,38603,19,2026-01-30 10:10:00,2,7.60,Damaged packaging
429,77704,25,2026-02-28 16:40:00,2,10.87,Product not needed
430,117259,29,2026-01-21 08:00:00,1,0.86,Damaged packaging
431,51074,47,2026-05-28 09:00:00,2,28.28,Quality issue
432,42135,1,2025-11-26 10:35:00,2,11.95,Product not needed
433,17625,7,2025-12-11 18:35:00,3,13.03,Changed mind
434,33578,8,2026-01-09 14:45:00,1,3.26,Changed mind
435,124372,12,2025-12-14 11:05:00,3,15.64,Incorrect item
436,30251,63,2026-06-09 08:00:00,2,7.16,Product not needed
437,24217,44,2026-05-07 17:30:00,2,9.78,Changed mind
438,121113,22,2026-02-17 16:05:00,1,4.67,Changed mind
439,78353,63,2026-06-13 16:15:00,1,5.98,Quality issue
440,54098,41,2026-02-11 13:35:00,1,7.07,Incorrect item
441,1744,11,2026-01-22 09:00:00,3,2.58,Quality issue
442,58748,13,2025-12-30 14:05:00,3,11.40,Damaged packaging
443,71007,49,2026-06-17 08:00:00,2,9.78,Changed mind
444,18878,49,2026-06-21 12:35:00,3,13.03,Damaged packaging
445,122841,25,2026-03-05 18:30:00,2,11.52,Incorrect item
446,3684,21,2026-01-14 13:10:00,1,2.17,Changed mind
447,59969,21,2025-11-09 08:00:00,1,4.67,Damaged packaging
448,14997,49,2026-06-12 10:15:00,1,7.07,Incorrect item
449,10757,16,2026-01-14 13:50:00,1,5.76,Incorrect item
450,108442,18,2026-01-04 18:30:00,1,6.79,Incorrect item
451,99178,49,2026-06-28 15:45:00,1,6.52,Damaged packaging
452,89933,50,2026-03-12 19:55:00,3,14.01,Incorrect item
453,62097,26,2026-03-10 13:15:00,1,5.98,Damaged packaging
454,80548,20,2026-02-15 09:00:00,4,19.55,Product not needed
455,23303,49,2026-07-31 13:05:00,1,4.13,Quality issue
456,71686,7,2025-12-19 08:00:00,1,0.86,Changed mind
457,32874,5,2026-02-01 17:40:00,1,5.76,Product not needed
458,118679,66,2026-06-01 08:00:00,1,7.07,Damaged packaging
459,1361,48,2026-05-31 09:00:00,3,22.83,Changed mind
460,122086,60,2026-06-03 17:25:00,1,5.11,Changed mind
461,46879,49,2026-07-23 10:20:00,1,4.89,Quality issue
462,14428,80,2026-07-11 16:45:00,1,3.58,Incorrect item
463,67367,16,2026-01-17 08:00:00,1,4.89,Damaged packaging
464,42446,58,2026-07-24 10:20:00,1,5.16,Damaged packaging
465,41437,58,2026-07-21 14:30:00,1,3.58,Changed mind
466,17510,40,2026-04-12 09:35:00,4,23.91,Changed mind
467,14802,19,2026-02-01 15:50:00,2,7.89,Product not needed
468,19328,67,2026-03-05 10:00:00,2,16.31,Quality issue
469,13653,67,2026-02-27 19:20:00,3,14.66,Incorrect item
470,80366,63,2026-06-14 18:50:00,2,10.87,Changed mind
471,74842,20,2026-02-14 09:00:00,1,7.61,Damaged packaging
472,51244,20,2026-02-15 13:15:00,3,27.73,Changed mind
473,83505,16,2025-11-07 08:00:00,4,28.26,Product not needed
474,68601,67,2026-03-07 13:20:00,1,2.71,Changed mind
475,105440,46,2026-05-01 18:45:00,1,13.05,Quality issue
476,94490,31,2026-04-03 12:30:00,2,9.78,Incorrect item
477,113608,36,2026-05-02 17:30:00,1,9.79,Damaged packaging
478,5629,44,2026-05-08 19:15:00,2,13.04,Changed mind
479,94229,13,2026-01-03 13:35:00,2,9.42,Changed mind
480,30818,31,2026-04-03 15:15:00,2,26.11,Damaged packaging
481,28672,67,2026-04-19 11:35:00,2,7.60,Product not needed
482,99955,19,2026-01-22 14:50:00,1,5.11,Damaged packaging
483,43056,51,2026-05-07 14:30:00,4,28.26,Damaged packaging
484,71017,38,2025-11-15 08:00:00,3,15.65,Quality issue
485,96740,72,2026-05-01 17:40:00,2,15.22,Damaged packaging
486,102834,56,2026-07-03 20:20:00,1,9.79,Product not needed
487,105651,58,2026-07-17 15:55:00,3,17.93,Changed mind
488,74648,31,2026-04-07 14:20:00,1,4.89,Incorrect item
489,45260,51,2026-05-11 14:45:00,2,5.97,Damaged packaging
490,112471,44,2026-05-16 15:35:00,3,14.67,Incorrect item
491,117426,5,2026-01-01 20:10:00,1,9.79,Damaged packaging
492,37202,52,2026-03-27 13:30:00,1,3.58,Product not needed
493,8626,67,2026-04-18 11:10:00,3,21.20,Quality issue
494,45620,49,2026-07-22 11:20:00,1,3.26,Incorrect item
495,53900,48,2026-06-05 14:50:00,4,18.68,Incorrect item
496,110368,16,2026-07-24 16:05:00,1,4.89,Changed mind
497,76661,12,2026-05-11 19:05:00,2,7.60,Damaged packaging
498,108656,32,2026-03-05 12:40:00,1,5.43,Incorrect item
499,78008,13,2025-12-31 08:00:00,1,7.07,Product not needed
500,45091,40,2026-04-13 19:30:00,3,14.67,Quality issue
501,110603,69,2026-01-31 13:25:00,2,7.60,Quality issue
502,53904,49,2026-06-18 16:45:00,3,14.01,Quality issue
503,50211,77,2026-03-03 16:05:00,2,7.60,Quality issue
504,90044,49,2026-07-31 12:50:00,1,5.43,Damaged packaging
505,101802,68,2026-07-06 12:35:00,1,3.80,Product not needed
506,1870,34,2026-04-15 09:00:00,2,20.66,Changed mind
507,96132,17,2025-12-28 12:00:00,1,5.11,Product not needed
508,89016,80,2026-07-19 15:45:00,3,17.93,Damaged packaging
509,47932,49,2026-06-15 12:15:00,1,8.70,Incorrect item
510,91099,64,2025-11-25 13:45:00,1,9.79,Changed mind
511,105742,4,2025-12-10 12:05:00,1,5.76,Product not needed
512,118218,45,2026-07-31 10:35:00,3,8.13,Product not needed
513,75624,61,2026-07-31 18:50:00,1,6.52,Changed mind
514,17244,49,2026-07-02 13:50:00,2,16.31,Damaged packaging
515,38510,41,2026-02-09 14:35:00,3,13.03,Damaged packaging
516,35380,67,2026-01-24 17:55:00,1,4.67,Incorrect item
517,52212,45,2026-04-19 13:25:00,3,13.03,Incorrect item
518,98809,17,2025-12-25 19:40:00,2,15.22,Incorrect item
519,94376,45,2026-07-31 20:56:00,1,4.56,Incorrect item
520,30969,63,2026-06-11 08:00:00,3,15.10,Damaged packaging
521,58404,13,2026-01-06 15:25:00,3,21.20,Product not needed
522,29757,41,2026-02-14 17:25:00,2,19.57,Quality issue
523,99015,45,2026-04-15 09:35:00,2,20.66,Damaged packaging
524,8309,58,2026-07-17 16:35:00,1,9.24,Damaged packaging
525,12332,33,2026-05-22 21:00:00,4,21.73,Changed mind
526,81643,49,2026-07-01 14:05:00,2,26.11,Quality issue
527,106332,56,2026-07-06 17:30:00,1,4.34,Damaged packaging
528,83713,33,2026-02-06 08:00:00,3,29.36,Quality issue
529,52162,6,2025-11-30 19:00:00,1,5.76,Changed mind
530,80826,77,2025-11-28 09:00:00,1,4.89,Damaged packaging
531,62323,66,2026-04-03 20:50:00,2,7.60,Damaged packaging
532,3241,12,2025-12-10 08:00:00,3,10.75,Damaged packaging
533,104552,40,2026-04-12 16:40:00,2,10.86,Quality issue
534,91281,16,2026-01-13 16:20:00,2,28.29,Incorrect item
535,88383,3,2025-12-01 09:00:00,4,20.64,Product not needed
536,68076,49,2026-06-23 16:40:00,2,7.16,Product not needed
537,68957,12,2025-12-10 17:20:00,1,9.79,Damaged packaging
538,120737,39,2026-03-31 08:20:00,1,6.52,Incorrect item
539,121067,25,2026-03-05 09:00:00,2,6.51,Changed mind
540,65304,49,2026-05-26 08:00:00,3,29.36,Product not needed
541,32948,17,2026-05-14 08:00:00,1,6.34,Product not needed
542,21442,67,2026-01-24 17:30:00,1,4.34,Damaged packaging
543,106865,6,2025-11-30 20:05:00,1,4.89,Product not needed
544,62848,51,2026-05-15 09:55:00,1,5.43,Incorrect item
545,14600,61,2026-07-31 20:55:00,3,17.93,Product not needed
546,90342,45,2026-04-17 11:25:00,1,7.07,Incorrect item
547,57040,41,2026-02-12 11:20:00,1,7.07,Damaged packaging
548,76429,23,2026-02-05 09:50:00,2,10.87,Quality issue
549,37677,48,2026-05-29 18:40:00,1,2.71,Quality issue
550,105923,51,2026-05-11 17:35:00,2,10.50,Changed mind
551,123890,5,2025-12-28 09:00:00,1,4.34,Product not needed
552,111882,50,2026-03-16 09:20:00,4,18.68,Product not needed
553,91418,6,2025-12-02 11:05:00,3,16.30,Incorrect item
554,110871,49,2026-07-31 18:25:00,1,4.89,Product not needed
555,120974,28,2026-03-26 09:00:00,1,3.80,Quality issue
556,121758,49,2026-03-09 17:55:00,1,4.34,Damaged packaging
557,30238,58,2026-07-21 09:15:00,2,15.22,Product not needed
558,120150,17,2025-12-30 17:45:00,1,5.11,Quality issue
559,125242,34,2026-04-14 19:50:00,3,24.47,Damaged packaging
560,49918,41,2026-02-14 13:35:00,2,26.11,Incorrect item
561,89972,68,2026-06-29 08:00:00,1,6.52,Incorrect item
562,102522,37,2026-03-14 15:30:00,1,14.14,Product not needed
563,96821,15,2026-02-03 15:50:00,1,5.98,Quality issue
564,97606,50,2026-03-13 17:50:00,1,14.14,Incorrect item
565,100310,61,2026-07-31 20:55:00,1,13.05,Product not needed
566,75763,40,2026-04-09 08:00:00,2,10.87,Product not needed
567,58631,65,2026-06-19 12:40:00,1,9.79,Damaged packaging
568,7069,72,2026-04-28 14:25:00,1,6.79,Product not needed
569,67374,24,2026-02-15 16:00:00,4,17.38,Changed mind
570,23140,63,2026-06-16 19:00:00,2,14.13,Damaged packaging
571,10921,46,2026-05-05 14:30:00,1,3.80,Incorrect item
572,3832,49,2026-07-02 19:50:00,1,4.89,Incorrect item
573,70366,1,2025-11-20 08:00:00,2,9.23,Damaged packaging
574,54457,58,2026-07-13 12:50:00,2,18.49,Quality issue
575,29951,61,2026-07-31 14:40:00,1,10.33,Incorrect item
576,119098,5,2025-12-26 18:35:00,1,0.86,Product not needed
577,30472,46,2026-04-25 08:00:00,1,4.89,Damaged packaging
578,113708,45,2026-07-31 15:10:00,3,14.67,Quality issue
579,45411,13,2025-12-24 14:45:00,2,9.78,Quality issue
580,11348,40,2026-04-11 08:00:00,1,4.34,Damaged packaging
581,18462,19,2026-01-30 17:50:00,1,3.80,Damaged packaging
582,55425,2,2026-07-21 16:00:00,1,5.43,Damaged packaging
583,29029,21,2026-01-19 21:15:00,4,29.35,Damaged packaging
584,28877,44,2026-05-13 09:00:00,1,5.43,Changed mind
585,120440,67,2026-02-20 20:00:00,3,42.43,Incorrect item
586,107982,6,2025-11-30 18:15:00,1,3.80,Incorrect item
587,96698,67,2026-04-20 20:20:00,2,7.16,Product not needed
588,38957,67,2026-04-23 08:00:00,2,9.78,Changed mind
589,61828,17,2025-12-27 12:50:00,1,6.52,Quality issue
590,83998,25,2026-03-02 09:00:00,2,5.78,Changed mind
591,31828,38,2026-03-19 12:15:00,1,4.67,Quality issue
592,8358,36,2026-05-03 15:15:00,2,19.58,Product not needed
593,79985,13,2025-11-23 16:55:00,1,5.11,Quality issue
594,60532,25,2026-03-05 13:45:00,2,9.23,Quality issue
595,72521,41,2026-02-11 20:50:00,2,6.15,Product not needed
596,318,77,2026-07-29 16:50:00,1,6.52,Changed mind
597,101757,49,2026-06-24 13:30:00,1,2.71,Incorrect item
598,61726,36,2026-05-05 16:15:00,1,3.80,Changed mind
599,61668,36,2026-05-04 10:50:00,1,14.14,Quality issue
600,63922,67,2026-03-08 13:00:00,1,8.15,Quality issue
601,62176,44,2026-05-11 13:25:00,3,17.93,Changed mind
602,109863,40,2026-04-11 17:35:00,1,4.89,Quality issue
603,70310,65,2026-06-19 19:55:00,1,2.71,Quality issue
604,40523,49,2026-07-30 21:50:00,2,4.33,Incorrect item
605,32170,52,2026-03-31 14:50:00,2,13.05,Product not needed
606,98239,29,2026-01-21 13:25:00,1,7.07,Product not needed
607,107867,26,2026-03-14 09:00:00,1,5.43,Quality issue
608,38033,63,2026-06-13 16:30:00,2,13.04,Changed mind
609,82817,23,2025-11-09 19:25:00,1,4.89,Incorrect item
610,72964,21,2026-01-15 08:00:00,1,2.71,Damaged packaging
611,98269,49,2026-06-15 16:55:00,1,4.67,Product not needed
612,8201,66,2025-11-17 08:00:00,1,4.67,Incorrect item
613,23485,60,2026-06-04 08:00:00,3,2.58,Quality issue
614,41275,67,2026-02-24 14:35:00,1,7.07,Damaged packaging
615,25127,24,2026-07-26 18:00:00,1,4.89,Incorrect item
616,108760,41,2026-02-16 19:20:00,1,4.34,Quality issue
617,51411,46,2026-04-29 20:40:00,2,6.51,Incorrect item
618,36707,44,2026-05-07 15:35:00,1,4.13,Product not needed
619,35225,36,2026-05-04 15:50:00,1,10.33,Changed mind
620,55776,49,2026-06-24 19:50:00,1,4.13,Damaged packaging
621,110823,15,2026-02-03 09:00:00,1,5.98,Changed mind
622,119595,38,2026-03-25 08:00:00,3,21.20,Incorrect item
623,113541,20,2026-02-11 19:15:00,1,0.00,Changed mind
624,20746,31,2026-04-09 09:00:00,2,11.95,Damaged packaging
625,66401,44,2026-05-13 10:00:00,3,29.36,Quality issue
626,43511,18,2026-05-16 18:40:00,1,9.79,Incorrect item
627,114436,67,2026-02-24 19:40:00,3,39.16,Changed mind
628,85551,58,2026-07-23 10:25:00,2,1.72,Quality issue
629,12073,30,2026-02-17 11:25:00,1,3.58,Quality issue
630,122188,66,2026-04-06 10:30:00,4,23.91,Damaged packaging
631,54214,48,2026-06-04 16:20:00,2,7.60,Quality issue
632,76238,8,2026-01-09 11:10:00,1,6.52,Damaged packaging
633,15822,19,2025-11-07 18:15:00,3,14.67,Quality issue
634,77518,4,2025-12-20 09:00:00,1,0.86,Incorrect item
635,72629,65,2026-06-28 08:00:00,1,3.07,Incorrect item
636,34236,45,2026-04-15 10:50:00,2,13.04,Product not needed
637,72925,49,2026-07-15 17:05:00,3,16.30,Product not needed
638,79817,28,2026-03-22 09:35:00,1,7.07,Damaged packaging
639,34394,5,2025-12-24 13:25:00,2,19.58,Product not needed
640,95716,30,2026-02-19 18:15:00,1,7.07,Incorrect item
641,76899,20,2026-02-12 10:30:00,1,9.06,Quality issue
642,17908,33,2026-02-03 18:50:00,1,6.52,Damaged packaging
643,66039,8,2026-01-06 15:25:00,4,20.43,Damaged packaging
644,100155,2,2025-12-07 18:25:00,1,9.24,Damaged packaging
645,8537,68,2026-07-05 17:20:00,2,6.51,Product not needed
646,10870,49,2026-07-31 21:55:00,3,11.40,Damaged packaging
647,32214,21,2026-01-12 08:00:00,1,2.71,Product not needed
648,96938,15,2026-01-28 14:40:00,3,13.03,Changed mind
649,111813,29,2026-05-19 20:45:00,4,20.64,Incorrect item
650,30308,67,2025-11-14 08:00:00,2,20.66,Damaged packaging
651,19158,50,2026-03-19 19:55:00,2,1.72,Damaged packaging
652,16724,61,2026-07-31 13:20:00,1,4.67,Product not needed
653,90467,29,2026-01-21 20:05:00,1,3.26,Changed mind
654,110061,48,2026-05-30 09:00:00,1,7.61,Incorrect item
655,78229,13,2026-01-01 20:40:00,2,10.86,Incorrect item
656,40443,53,2026-06-10 14:25:00,1,4.67,Product not needed
657,4880,67,2026-04-22 08:00:00,2,14.13,Quality issue
658,37935,44,2026-05-13 15:00:00,1,5.98,Quality issue
659,80247,35,2026-04-25 09:00:00,2,10.87,Damaged packaging
660,41935,5,2026-07-28 20:40:00,4,41.33,Changed mind
661,116778,72,2026-04-29 15:20:00,1,4.53,Quality issue
662,100504,58,2026-07-22 16:40:00,4,21.73,Changed mind
663,91172,13,2025-12-21 11:40:00,1,7.61,Quality issue
664,435,32,2026-03-01 08:00:00,2,15.22,Incorrect item
665,2670,24,2025-11-10 15:10:00,1,7.61,Product not needed
666,25950,55,2026-05-21 13:45:00,2,19.58,Changed mind
667,108161,41,2026-02-11 11:40:00,1,4.89,Changed mind
668,53202,66,2026-06-01 08:00:00,1,9.79,Changed mind
669,75312,4,2025-12-15 16:25:00,2,10.43,Damaged packaging
670,98199,11,2026-01-24 09:00:00,2,8.69,Damaged packaging
671,59809,49,2026-07-29 14:10:00,1,9.24,Incorrect item
672,24346,21,2026-01-10 19:50:00,1,5.43,Changed mind
673,21645,49,2026-06-20 14:25:00,1,3.58,Quality issue
674,69893,40,2026-04-05 17:20:00,1,5.43,Changed mind
675,98050,54,2026-06-27 13:35:00,3,14.01,Product not needed
676,56405,49,2026-06-12 19:50:00,1,3.80,Incorrect item
677,24568,46,2026-04-27 08:00:00,2,28.29,Changed mind
678,125294,46,2026-04-28 16:25:00,1,10.33,Damaged packaging
679,62767,49,2026-07-05 18:25:00,3,29.36,Product not needed
680,87119,34,2026-04-10 09:00:00,3,8.13,Changed mind
681,86225,22,2026-02-19 16:30:00,3,21.20,Incorrect item
682,85481,40,2025-11-16 08:00:00,2,8.25,Quality issue
683,105106,35,2026-04-21 14:05:00,3,29.36,Damaged packaging
684,86492,49,2026-06-10 12:10:00,1,2.71,Product not needed
685,15865,5,2025-12-31 19:40:00,4,41.33,Damaged packaging
686,6641,5,2026-03-10 18:35:00,1,3.80,Quality issue
687,39463,40,2026-04-13 17:50:00,1,4.89,Product not needed
688,15702,39,2026-03-28 18:35:00,2,10.21,Changed mind
689,73744,13,2026-01-03 20:50:00,1,3.25,Changed mind
690,76688,62,2025-11-23 16:25:00,1,3.58,Incorrect item
691,35123,8,2026-01-07 15:05:00,1,3.80,Incorrect item
692,112819,12,2025-12-10 08:00:00,1,10.33,Product not needed
693,87583,43,2026-05-06 08:00:00,2,9.78,Product not needed
694,80169,2,2025-12-04 08:00:00,3,13.03,Product not needed
695,66907,3,2025-12-01 09:00:00,2,11.95,Quality issue
696,109260,37,2026-03-18 19:40:00,2,11.96,Quality issue
697,108469,40,2026-04-09 08:00:00,1,6.70,Product not needed
698,113292,12,2026-05-11 21:00:00,1,5.98,Incorrect item
699,387,3,2025-12-05 09:00:00,1,7.07,Incorrect item
700,78669,45,2026-07-31 20:55:00,4,18.68,Changed mind
701,12237,11,2026-01-22 17:45:00,2,17.40,Quality issue
702,15758,51,2026-05-13 10:20:00,4,1.81,Product not needed
703,520,4,2025-12-13 12:25:00,1,4.34,Damaged packaging
704,45970,32,2026-03-05 15:00:00,2,11.96,Quality issue
705,14405,51,2026-05-14 16:10:00,1,14.14,Changed mind
706,23233,12,2025-12-10 14:45:00,1,7.61,Incorrect item
707,9255,34,2026-04-11 20:00:00,1,7.61,Damaged packaging
708,58229,13,2026-01-06 08:00:00,1,8.70,Changed mind
709,90747,16,2026-01-12 20:15:00,1,5.70,Quality issue
710,61497,37,2026-03-17 20:35:00,2,8.69,Quality issue
711,100692,67,2026-04-15 21:40:00,1,5.11,Damaged packaging
712,47424,34,2026-04-10 09:00:00,2,9.78,Incorrect item
713,59275,53,2026-06-20 18:10:00,1,4.34,Damaged packaging
714,74394,52,2026-05-27 20:00:00,1,5.22,Quality issue
715,115124,24,2026-02-10 19:45:00,2,10.05,Incorrect item
716,22286,18,2026-01-08 17:15:00,2,11.52,Incorrect item
717,115680,23,2026-02-06 20:00:00,2,8.69,Damaged packaging
718,45951,37,2026-03-08 18:20:00,1,4.13,Damaged packaging
719,88122,67,2026-04-11 17:30:00,1,5.43,Product not needed
720,35401,65,2026-06-23 08:00:00,2,12.77,Incorrect item
