shift_id,employee_id,store_id,scheduled_start,scheduled_end,actual_start,actual_end,shift_status
512,21,1,2026-01-15 08:00:00,2026-01-15 16:00:00,2026-01-15 08:00:00,2026-01-15 16:00:00,completed
513,21,1,2025-11-08 16:15:00,2025-11-08 22:00:00,2025-11-08 16:15:00,2025-11-08 22:00:00,completed
514,21,1,2026-01-15 16:30:00,2026-01-15 22:00:00,2026-01-15 16:30:00,2026-01-15 22:00:00,completed
515,21,1,2026-05-18 08:15:00,2026-05-18 16:15:00,2026-05-18 08:15:00,2026-05-18 16:15:00,completed
516,21,1,2026-05-18 16:15:00,2026-05-18 22:00:00,2026-05-18 16:15:00,2026-05-18 22:00:00,completed
517,21,1,2026-01-16 08:15:00,2026-01-16 16:15:00,2026-01-16 08:15:00,2026-01-16 16:15:00,completed
518,21,1,2026-01-16 16:30:00,2026-01-16 22:00:00,2026-01-16 16:30:00,2026-01-16 22:00:00,completed
519,21,1,2026-01-17 08:00:00,2026-01-17 16:00:00,2026-01-17 08:00:00,2026-01-17 16:00:00,completed
520,21,1,2026-01-17 16:00:00,2026-01-17 22:00:00,2026-01-17 16:00:00,2026-01-17 22:00:00,completed
521,21,1,2026-01-18 08:30:00,2026-01-18 16:30:00,2026-01-18 08:30:00,2026-01-18 16:30:00,completed
522,21,1,2026-01-18 16:30:00,2026-01-18 22:00:00,2026-01-18 16:30:00,2026-01-18 22:00:00,completed
523,21,1,2026-01-19 08:15:00,2026-01-19 16:15:00,2026-01-19 08:15:00,2026-01-19 16:15:00,completed
524,21,1,2026-01-19 16:15:00,2026-01-19 22:00:00,2026-01-19 16:15:00,2026-01-19 22:00:00,completed
525,21,1,2026-05-19 08:00:00,2026-05-19 16:00:00,2026-05-19 08:00:00,2026-05-19 16:00:00,completed
526,21,1,2025-11-09 08:00:00,2025-11-09 16:00:00,2025-11-09 08:00:00,2025-11-09 16:00:00,completed
527,22,3,2026-02-17 09:00:00,2026-02-17 17:00:00,2026-02-17 09:00:00,2026-02-17 17:00:00,completed
528,22,3,2026-02-17 17:00:00,2026-02-17 21:00:00,2026-02-17 17:00:00,2026-02-17 21:00:00,completed
529,22,3,2026-02-18 09:00:00,2026-02-18 17:00:00,2026-02-18 09:00:00,2026-02-18 17:00:00,completed
530,22,3,2025-11-06 17:00:00,2025-11-06 21:00:00,2025-11-06 17:00:00,2025-11-06 21:00:00,completed
531,22,3,2026-02-18 17:00:00,2026-02-18 21:00:00,2026-02-18 17:00:00,2026-02-18 21:00:00,completed
532,22,3,2025-11-07 09:00:00,2025-11-07 17:00:00,2025-11-07 09:00:00,2025-11-07 17:00:00,completed
533,22,3,2026-02-19 09:00:00,2026-02-19 17:00:00,2026-02-19 09:00:00,2026-02-19 17:00:00,completed
534,22,3,2026-02-19 17:00:00,2026-02-19 21:00:00,2026-02-19 17:00:00,2026-02-19 21:00:00,completed
535,22,3,2026-07-30 09:00:00,2026-07-30 17:00:00,,,cancelled
536,22,3,2026-02-20 09:00:00,2026-02-20 17:00:00,2026-02-20 09:00:00,2026-02-20 17:00:00,completed
537,22,3,2026-02-20 17:00:00,2026-02-20 21:00:00,2026-02-20 17:00:00,2026-02-20 21:00:00,completed
538,22,3,2026-02-21 09:00:00,2026-02-21 17:00:00,2026-02-21 09:00:00,2026-02-21 17:00:00,completed
539,22,3,2026-02-21 17:00:00,2026-02-21 21:00:00,2026-02-21 17:00:00,2026-02-21 21:00:00,completed
540,22,3,2026-02-22 09:00:00,2026-02-22 17:00:00,2026-02-22 09:00:00,2026-02-22 17:00:00,completed
541,22,3,2025-11-09 10:00:00,2025-11-09 16:00:00,,,cancelled
542,22,3,2026-02-22 17:00:00,2026-02-22 21:00:00,2026-02-22 17:00:00,2026-02-22 21:00:00,completed
543,22,3,2026-02-23 09:00:00,2026-02-23 17:00:00,2026-02-23 09:00:00,2026-02-23 17:00:00,completed
544,22,3,2026-02-23 17:00:00,2026-02-23 21:00:00,2026-02-23 17:00:00,2026-02-23 21:00:00,completed
545,22,3,2026-02-24 09:15:00,2026-02-24 17:15:00,2026-02-24 09:15:00,2026-02-24 17:15:00,completed
546,23,2,2026-02-01 16:45:00,2026-02-01 21:00:00,2026-02-01 16:45:00,2026-02-01 21:00:00,completed
547,23,2,2026-02-02 08:00:00,2026-02-02 16:00:00,2026-02-02 08:00:00,2026-02-02 16:00:00,completed
548,23,2,2026-02-02 16:00:00,2026-02-02 21:00:00,2026-02-02 16:00:00,2026-02-02 21:00:00,completed
549,23,2,2026-07-22 11:00:00,2026-07-22 17:00:00,,,cancelled
550,23,2,2026-02-03 08:00:00,2026-02-03 16:00:00,2026-02-03 08:00:00,2026-02-03 16:00:00,completed
551,23,2,2026-02-03 16:30:00,2026-02-03 21:00:00,2026-02-03 16:30:00,2026-02-03 21:00:00,completed
552,23,2,2026-02-04 08:00:00,2026-02-04 16:00:00,2026-02-04 08:00:00,2026-02-04 16:00:00,completed
553,23,2,2026-02-04 16:00:00,2026-02-04 21:00:00,2026-02-04 16:00:00,2026-02-04 21:00:00,completed
554,23,2,2026-07-24 17:00:00,2026-07-24 21:00:00,2026-07-24 17:00:00,2026-07-24 21:00:00,completed
555,23,2,2026-02-05 08:00:00,2026-02-05 16:00:00,2026-02-05 08:00:00,2026-02-05 16:00:00,completed
556,23,2,2026-02-05 16:15:00,2026-02-05 21:00:00,2026-02-05 16:15:00,2026-02-05 21:00:00,completed
557,23,2,2025-11-09 16:15:00,2025-11-09 21:00:00,2025-11-09 16:15:00,2025-11-09 21:00:00,completed
558,23,2,2026-02-06 08:15:00,2026-02-06 16:15:00,2026-02-06 08:15:00,2026-02-06 16:15:00,completed
559,23,2,2026-02-06 16:30:00,2026-02-06 21:00:00,2026-02-06 16:30:00,2026-02-06 21:00:00,completed
560,23,2,2026-02-07 08:30:00,2026-02-07 16:30:00,2026-02-07 08:30:00,2026-02-07 16:30:00,completed
561,23,2,2026-02-07 16:45:00,2026-02-07 21:00:00,2026-02-07 16:45:00,2026-02-07 21:00:00,completed
562,23,2,2026-07-25 08:15:00,2026-07-25 16:15:00,2026-07-25 08:15:00,2026-07-25 16:15:00,completed
563,23,2,2026-07-25 16:15:00,2026-07-25 21:00:00,2026-07-25 16:15:00,2026-07-25 21:00:00,completed
564,23,2,2026-02-08 08:00:00,2026-02-08 16:00:00,2026-02-08 08:00:00,2026-02-08 16:00:00,completed
565,23,2,2026-02-08 16:00:00,2026-02-08 21:00:00,2026-02-08 16:00:00,2026-02-08 21:00:00,completed
566,24,2,2026-02-09 08:00:00,2026-02-09 16:00:00,2026-02-09 08:00:00,2026-02-09 16:00:00,completed
567,24,2,2025-11-10 09:15:00,2025-11-10 17:15:00,2025-11-10 09:15:00,2025-11-10 17:15:00,completed
568,24,2,2026-02-09 16:15:00,2026-02-09 21:00:00,2026-02-09 16:15:00,2026-02-09 21:00:00,completed
569,24,2,2026-02-10 08:00:00,2026-02-10 16:00:00,2026-02-10 08:00:00,2026-02-10 16:00:00,completed
570,24,2,2026-02-10 16:15:00,2026-02-10 21:00:00,2026-02-10 16:15:00,2026-02-10 21:00:00,completed
571,24,2,2026-02-11 08:00:00,2026-02-11 16:00:00,2026-02-11 08:00:00,2026-02-11 16:00:00,completed
572,24,2,2026-02-11 16:00:00,2026-02-11 21:00:00,2026-02-11 16:00:00,2026-02-11 21:00:00,completed
573,24,2,2026-02-12 08:00:00,2026-02-12 16:00:00,2026-02-12 08:00:00,2026-02-12 16:00:00,completed
574,24,2,2026-02-12 16:00:00,2026-02-12 21:00:00,2026-02-12 16:00:00,2026-02-12 21:00:00,completed
575,24,2,2026-02-13 08:00:00,2026-02-13 16:00:00,2026-02-13 08:00:00,2026-02-13 16:00:00,completed
576,24,2,2026-02-13 16:00:00,2026-02-13 21:00:00,2026-02-13 16:00:00,2026-02-13 21:00:00,completed
577,24,2,2026-02-14 08:00:00,2026-02-14 16:00:00,2026-02-14 08:00:00,2026-02-14 16:00:00,completed
578,24,2,2026-02-14 16:00:00,2026-02-14 21:00:00,2026-02-14 16:00:00,2026-02-14 21:00:00,completed
579,24,2,2026-02-15 08:00:00,2026-02-15 16:00:00,2026-02-15 08:00:00,2026-02-15 16:00:00,completed
580,24,2,2026-07-26 08:00:00,2026-07-26 16:00:00,2026-07-26 08:00:00,2026-07-26 16:00:00,completed
581,24,2,2026-02-15 16:30:00,2026-02-15 21:00:00,2026-02-15 16:30:00,2026-02-15 21:00:00,completed
582,24,2,2026-02-16 08:00:00,2026-02-16 16:00:00,2026-02-16 08:00:00,2026-02-16 16:00:00,completed
583,24,2,2026-02-16 16:15:00,2026-02-16 21:00:00,2026-02-16 16:15:00,2026-02-16 21:00:00,completed
584,24,2,2026-07-26 16:00:00,2026-07-26 21:00:00,2026-07-26 16:00:00,2026-07-26 21:00:00,completed
585,24,2,2026-07-07 13:00:00,2026-07-07 21:00:00,,,cancelled
586,24,2,2025-12-24 09:00:00,2025-12-24 13:00:00,,,cancelled
587,25,3,2026-02-09 09:00:00,2026-02-09 13:00:00,,,missed
588,5,3,2026-02-24 17:00:00,2026-02-24 21:00:00,2026-02-24 17:00:00,2026-02-24 21:00:00,completed
589,5,3,2026-02-25 09:00:00,2026-02-25 17:00:00,2026-02-25 09:00:00,2026-02-25 17:00:00,completed
590,25,3,2025-11-07 17:00:00,2025-11-07 21:00:00,2025-11-07 17:00:00,2025-11-07 21:00:00,completed
591,25,3,2025-11-08 09:00:00,2025-11-08 17:00:00,2025-11-08 09:00:00,2025-11-08 17:00:00,completed
592,5,3,2026-02-25 17:00:00,2026-02-25 21:00:00,2026-02-25 17:00:00,2026-02-25 21:00:00,completed
593,25,3,2026-02-26 09:00:00,2026-02-26 17:00:00,2026-02-26 09:00:00,2026-02-26 17:00:00,completed
594,25,3,2026-02-26 17:00:00,2026-02-26 21:00:00,2026-02-26 17:00:00,2026-02-26 21:00:00,completed
595,25,3,2026-02-27 09:00:00,2026-02-27 17:00:00,2026-02-27 09:00:00,2026-02-27 17:00:00,completed
596,25,3,2026-02-27 17:00:00,2026-02-27 21:00:00,2026-02-27 17:00:00,2026-02-27 21:00:00,completed
597,25,3,2026-02-28 09:00:00,2026-02-28 17:00:00,2026-02-28 09:00:00,2026-02-28 17:00:00,completed
598,25,3,2026-02-28 17:00:00,2026-02-28 21:00:00,2026-02-28 17:00:00,2026-02-28 21:00:00,completed
599,25,3,2026-03-01 09:00:00,2026-03-01 17:00:00,2026-03-01 09:00:00,2026-03-01 17:00:00,completed
600,25,3,2026-03-01 17:00:00,2026-03-01 21:00:00,2026-03-01 17:00:00,2026-03-01 21:00:00,completed
601,25,3,2026-03-02 09:00:00,2026-03-02 17:00:00,2026-03-02 09:00:00,2026-03-02 17:00:00,completed
602,25,3,2026-03-02 17:00:00,2026-03-02 21:00:00,2026-03-02 17:00:00,2026-03-02 21:00:00,completed
603,25,3,2026-03-03 09:00:00,2026-03-03 17:00:00,2026-03-03 09:00:00,2026-03-03 17:00:00,completed
604,25,3,2026-01-15 13:00:00,2026-01-15 17:00:00,,,cancelled
605,25,3,2026-03-03 17:00:00,2026-03-03 21:00:00,2026-03-03 17:00:00,2026-03-03 21:00:00,completed
606,25,3,2026-03-04 09:00:00,2026-03-04 17:00:00,2026-03-04 09:00:00,2026-03-04 17:00:00,completed
607,25,3,2026-03-04 17:00:00,2026-03-04 21:00:00,2026-03-04 17:00:00,2026-03-04 21:00:00,completed
608,25,3,2026-03-05 09:00:00,2026-03-05 17:00:00,2026-03-05 09:00:00,2026-03-05 17:00:00,completed
609,25,3,2026-03-05 17:00:00,2026-03-05 21:00:00,2026-03-05 17:00:00,2026-03-05 21:00:00,completed
610,25,3,2026-03-06 09:00:00,2026-03-06 17:00:00,2026-03-06 09:00:00,2026-03-06 17:00:00,completed
611,25,3,2026-03-06 17:00:00,2026-03-06 21:00:00,2026-03-06 17:00:00,2026-03-06 21:00:00,completed
612,25,3,2026-03-07 09:00:00,2026-03-07 17:00:00,2026-03-07 09:00:00,2026-03-07 17:00:00,completed
613,25,3,2026-03-07 17:00:00,2026-03-07 21:00:00,2026-03-07 17:00:00,2026-03-07 21:00:00,completed
614,25,3,2026-03-08 09:00:00,2026-03-08 17:00:00,2026-03-08 09:00:00,2026-03-08 17:00:00,completed
615,25,3,2026-06-22 09:00:00,2026-06-22 17:00:00,,,cancelled
616,25,3,2026-03-08 17:00:00,2026-03-08 21:00:00,2026-03-08 17:00:00,2026-03-08 21:00:00,completed
617,25,3,2026-06-14 12:00:00,2026-06-14 18:00:00,,,cancelled
618,25,3,2026-03-09 09:00:00,2026-03-09 17:00:00,2026-03-09 09:00:00,2026-03-09 17:00:00,completed
619,26,3,2026-03-09 17:00:00,2026-03-09 21:00:00,2026-03-09 17:00:00,2026-03-09 21:00:00,completed
620,26,3,2026-03-10 09:15:00,2026-03-10 17:15:00,2026-03-10 09:15:00,2026-03-10 17:15:00,completed
621,5,3,2026-03-10 17:00:00,2026-03-10 21:00:00,2026-03-10 17:00:00,2026-03-10 21:00:00,completed
622,26,3,2025-11-08 17:00:00,2025-11-08 21:00:00,2025-11-08 17:00:00,2025-11-08 21:00:00,completed
623,26,3,2026-03-11 09:00:00,2026-03-11 17:00:00,2026-03-11 09:00:00,2026-03-11 17:00:00,completed
624,26,3,2025-11-09 09:00:00,2025-11-09 17:00:00,2025-11-09 09:00:00,2025-11-09 17:00:00,completed
625,26,3,2026-03-11 17:00:00,2026-03-11 21:00:00,2026-03-11 17:00:00,2026-03-11 21:00:00,completed
626,26,3,2025-12-03 09:00:00,2025-12-03 15:00:00,,,cancelled
627,26,3,2026-03-12 09:00:00,2026-03-12 17:00:00,2026-03-12 09:00:00,2026-03-12 17:00:00,completed
628,26,3,2026-03-12 17:00:00,2026-03-12 21:00:00,2026-03-12 17:00:00,2026-03-12 21:00:00,completed
629,26,3,2026-03-13 09:15:00,2026-03-13 17:15:00,2026-03-13 09:15:00,2026-03-13 17:15:00,completed
630,5,3,2026-03-13 17:00:00,2026-03-13 21:00:00,2026-03-13 17:00:00,2026-03-13 21:00:00,completed
631,26,3,2026-03-14 09:00:00,2026-03-14 17:00:00,2026-03-14 09:00:00,2026-03-14 17:00:00,completed
632,26,3,2026-03-14 17:00:00,2026-03-14 21:00:00,2026-03-14 17:00:00,2026-03-14 21:00:00,completed
633,26,3,2026-03-15 09:00:00,2026-03-15 17:00:00,2026-03-15 09:00:00,2026-03-15 17:00:00,completed
634,26,3,2026-03-15 17:00:00,2026-03-15 21:00:00,2026-03-15 17:00:00,2026-03-15 21:00:00,completed
635,26,3,2026-07-15 11:00:00,2026-07-15 19:00:00,,,cancelled
636,26,3,2026-03-16 09:00:00,2026-03-16 17:00:00,2026-03-16 09:00:00,2026-03-16 17:00:00,completed
637,26,3,2026-03-16 17:00:00,2026-03-16 21:00:00,2026-03-16 17:00:00,2026-03-16 21:00:00,completed
638,26,3,2025-12-27 10:00:00,2025-12-27 16:00:00,,,missed
639,26,3,2026-03-17 09:15:00,2026-03-17 17:15:00,2026-03-17 09:15:00,2026-03-17 17:15:00,completed
640,5,3,2026-03-17 17:00:00,2026-03-17 21:00:00,2026-03-17 17:00:00,2026-03-17 21:00:00,completed
641,26,3,2026-03-18 09:15:00,2026-03-18 17:15:00,2026-03-18 09:15:00,2026-03-18 17:15:00,completed
642,5,3,2026-03-18 17:00:00,2026-03-18 21:00:00,2026-03-18 17:00:00,2026-03-18 21:00:00,completed
643,26,3,2026-03-19 09:00:00,2026-03-19 17:00:00,2026-03-19 09:00:00,2026-03-19 17:00:00,completed
644,26,3,2026-03-19 17:00:00,2026-03-19 21:00:00,2026-03-19 17:00:00,2026-03-19 21:00:00,completed
645,26,3,2026-03-20 09:00:00,2026-03-20 17:00:00,2026-03-20 09:00:00,2026-03-20 17:00:00,completed
646,26,3,2026-03-20 17:00:00,2026-03-20 21:00:00,2026-03-20 17:00:00,2026-03-20 21:00:00,completed
647,26,3,2026-01-09 10:00:00,2026-01-09 18:00:00,,,cancelled
648,28,3,2026-03-21 09:00:00,2026-03-21 17:00:00,2026-03-21 09:00:00,2026-03-21 17:00:00,completed
649,28,3,2026-03-21 17:00:00,2026-03-21 21:00:00,2026-03-21 17:00:00,2026-03-21 21:00:00,completed
650,28,3,2026-03-22 09:00:00,2026-03-22 17:00:00,2026-03-22 09:00:00,2026-03-22 17:00:00,completed
651,28,3,2026-03-22 17:00:00,2026-03-22 21:00:00,2026-03-22 17:00:00,2026-03-22 21:00:00,completed
652,28,3,2026-03-23 09:00:00,2026-03-23 17:00:00,2026-03-23 09:00:00,2026-03-23 17:00:00,completed
653,28,3,2026-03-23 17:00:00,2026-03-23 21:00:00,2026-03-23 17:00:00,2026-03-23 21:00:00,completed
654,28,3,2025-11-09 17:00:00,2025-11-09 21:00:00,2025-11-09 17:00:00,2025-11-09 21:00:00,completed
655,28,3,2026-03-24 09:00:00,2026-03-24 17:00:00,2026-03-24 09:00:00,2026-03-24 17:00:00,completed
656,28,3,2026-07-03 12:00:00,2026-07-03 20:00:00,,,cancelled
657,28,3,2025-12-14 09:00:00,2025-12-14 17:00:00,,,missed
658,28,3,2026-03-11 12:00:00,2026-03-11 20:00:00,,,cancelled
659,28,3,2026-03-24 17:00:00,2026-03-24 21:00:00,2026-03-24 17:00:00,2026-03-24 21:00:00,completed
660,28,3,2026-03-25 09:15:00,2026-03-25 17:15:00,2026-03-25 09:15:00,2026-03-25 17:15:00,completed
661,5,3,2026-03-25 17:00:00,2026-03-25 21:00:00,2026-03-25 17:00:00,2026-03-25 21:00:00,completed
662,28,3,2026-03-26 09:00:00,2026-03-26 17:00:00,2026-03-26 09:00:00,2026-03-26 17:00:00,completed
663,28,3,2026-03-26 17:00:00,2026-03-26 21:00:00,2026-03-26 17:00:00,2026-03-26 21:00:00,completed
664,28,3,2026-03-27 09:00:00,2026-03-27 17:00:00,2026-03-27 09:00:00,2026-03-27 17:00:00,completed
665,28,3,2026-03-27 17:00:00,2026-03-27 21:00:00,2026-03-27 17:00:00,2026-03-27 21:00:00,completed
666,28,3,2026-03-28 09:00:00,2026-03-28 17:00:00,2026-03-28 09:00:00,2026-03-28 17:00:00,completed
667,28,3,2026-03-28 17:00:00,2026-03-28 21:00:00,2026-03-28 17:00:00,2026-03-28 21:00:00,completed
668,28,3,2026-03-29 09:00:00,2026-03-29 17:00:00,2026-03-29 09:00:00,2026-03-29 17:00:00,completed
669,28,3,2026-03-29 17:00:00,2026-03-29 21:00:00,2026-03-29 17:00:00,2026-03-29 21:00:00,completed
670,28,3,2026-03-30 09:00:00,2026-03-30 17:00:00,2026-03-30 09:00:00,2026-03-30 17:00:00,completed
671,28,3,2026-03-30 17:00:00,2026-03-30 21:00:00,2026-03-30 17:00:00,2026-03-30 21:00:00,completed
672,28,3,2026-03-31 09:00:00,2026-03-31 17:00:00,2026-03-31 09:00:00,2026-03-31 17:00:00,completed
673,28,3,2026-03-31 17:00:00,2026-03-31 21:00:00,2026-03-31 17:00:00,2026-03-31 21:00:00,completed
674,28,3,2026-01-05 13:00:00,2026-01-05 17:00:00,,,cancelled
675,29,1,2026-05-19 16:00:00,2026-05-19 22:00:00,2026-05-19 16:00:00,2026-05-19 22:00:00,completed
676,29,1,2026-01-20 08:00:00,2026-01-20 16:00:00,2026-01-20 08:00:00,2026-01-20 16:00:00,completed
677,29,1,2026-01-20 16:15:00,2026-01-20 22:00:00,2026-01-20 16:15:00,2026-01-20 22:00:00,completed
678,29,1,2026-01-21 08:00:00,2026-01-21 16:00:00,2026-01-21 08:00:00,2026-01-21 16:00:00,completed
679,29,1,2026-01-21 16:15:00,2026-01-21 22:00:00,2026-01-21 16:15:00,2026-01-21 22:00:00,completed
680,67,1,2026-01-22 08:00:00,2026-01-22 16:00:00,2026-01-22 08:00:00,2026-01-22 16:00:00,completed
681,29,1,2026-05-20 08:00:00,2026-05-20 16:00:00,2026-05-20 08:00:00,2026-05-20 16:00:00,completed
682,67,1,2026-01-22 16:45:00,2026-01-22 22:00:00,2026-01-22 16:45:00,2026-01-22 22:00:00,completed
683,67,1,2026-01-23 08:00:00,2026-01-23 16:00:00,2026-01-23 08:00:00,2026-01-23 16:00:00,completed
684,67,1,2026-01-23 16:00:00,2026-01-23 22:00:00,2026-01-23 16:00:00,2026-01-23 22:00:00,completed
685,67,1,2026-01-24 08:00:00,2026-01-24 16:00:00,2026-01-24 08:00:00,2026-01-24 16:00:00,completed
686,67,1,2026-01-24 16:00:00,2026-01-24 22:00:00,2026-01-24 16:00:00,2026-01-24 22:00:00,completed
687,67,1,2026-01-25 08:00:00,2026-01-25 16:00:00,2026-01-25 08:00:00,2026-01-25 16:00:00,completed
688,67,1,2026-01-25 16:15:00,2026-01-25 22:00:00,2026-01-25 16:15:00,2026-01-25 22:00:00,completed
689,29,1,2026-01-26 08:00:00,2026-01-26 16:00:00,2026-01-26 08:00:00,2026-01-26 16:00:00,completed
690,29,1,2026-01-26 16:15:00,2026-01-26 22:00:00,2026-01-26 16:15:00,2026-01-26 22:00:00,completed
691,29,1,2026-05-20 16:15:00,2026-05-20 22:00:00,2026-05-20 16:15:00,2026-05-20 22:00:00,completed
692,29,1,2026-01-27 08:00:00,2026-01-27 16:00:00,2026-01-27 08:00:00,2026-01-27 16:00:00,completed
693,29,1,2026-01-27 16:15:00,2026-01-27 22:00:00,2026-01-27 16:15:00,2026-01-27 22:00:00,completed
694,29,1,2026-01-28 08:15:00,2026-01-28 16:15:00,2026-01-28 08:15:00,2026-01-28 16:15:00,completed
695,29,1,2026-01-28 17:15:00,2026-01-28 22:00:00,2026-01-28 17:15:00,2026-01-28 22:00:00,completed
696,29,1,2026-05-21 08:00:00,2026-05-21 16:00:00,2026-05-21 08:00:00,2026-05-21 16:00:00,completed
697,29,1,2026-01-29 08:00:00,2026-01-29 16:00:00,2026-01-29 08:00:00,2026-01-29 16:00:00,completed
698,29,1,2026-01-29 16:15:00,2026-01-29 22:00:00,2026-01-29 16:15:00,2026-01-29 22:00:00,completed
699,29,1,2026-01-30 08:00:00,2026-01-30 16:00:00,2026-01-30 08:00:00,2026-01-30 16:00:00,completed
700,29,1,2026-05-05 08:00:00,2026-05-05 16:00:00,2026-05-05 08:00:00,2026-05-05 16:00:00,completed
701,30,2,2026-02-17 08:00:00,2026-02-17 16:00:00,2026-02-17 08:00:00,2026-02-17 16:00:00,completed
702,30,2,2026-02-17 16:15:00,2026-02-17 21:00:00,2026-02-17 16:15:00,2026-02-17 21:00:00,completed
703,30,2,2026-05-03 12:00:00,2026-05-03 16:00:00,,,cancelled
704,30,2,2026-02-18 08:00:00,2026-02-18 16:00:00,2026-02-18 08:00:00,2026-02-18 16:00:00,completed
705,30,2,2026-02-18 16:45:00,2026-02-18 21:00:00,2026-02-18 16:45:00,2026-02-18 21:00:00,completed
706,30,2,2026-02-19 08:30:00,2026-02-19 16:30:00,2026-02-19 08:30:00,2026-02-19 16:30:00,completed
707,30,2,2026-02-19 16:45:00,2026-02-19 21:00:00,2026-02-19 16:45:00,2026-02-19 21:00:00,completed
708,30,2,2025-11-10 17:00:00,2025-11-10 21:00:00,2025-11-10 17:00:00,2025-11-10 21:00:00,completed
709,30,2,2026-02-20 08:00:00,2026-02-20 16:00:00,2026-02-20 08:00:00,2026-02-20 16:00:00,completed
710,30,2,2026-02-20 16:00:00,2026-02-20 21:00:00,2026-02-20 16:00:00,2026-02-20 21:00:00,completed
711,30,2,2026-02-21 08:00:00,2026-02-21 16:00:00,2026-02-21 08:00:00,2026-02-21 16:00:00,completed
712,30,2,2026-02-21 16:15:00,2026-02-21 21:00:00,2026-02-21 16:15:00,2026-02-21 21:00:00,completed
713,30,2,2026-02-22 08:00:00,2026-02-22 16:00:00,2026-02-22 08:00:00,2026-02-22 16:00:00,completed
714,30,2,2026-02-22 16:00:00,2026-02-22 21:00:00,2026-02-22 16:00:00,2026-02-22 21:00:00,completed
715,30,2,2026-02-23 08:00:00,2026-02-23 16:00:00,2026-02-23 08:00:00,2026-02-23 16:00:00,completed
716,30,2,2026-02-23 16:15:00,2026-02-23 21:00:00,2026-02-23 16:15:00,2026-02-23 21:00:00,completed
717,30,2,2026-07-27 08:15:00,2026-07-27 16:15:00,2026-07-27 08:15:00,2026-07-27 16:15:00,completed
718,30,2,2026-02-24 08:00:00,2026-02-24 16:00:00,2026-02-24 08:00:00,2026-02-24 16:00:00,completed
719,30,2,2025-11-11 08:45:00,2025-11-11 16:45:00,2025-11-11 08:45:00,2025-11-11 16:45:00,completed
720,31,3,2026-04-01 09:00:00,2026-04-01 17:00:00,2026-04-01 09:00:00,2026-04-01 17:00:00,completed
721,31,3,2025-11-10 09:00:00,2025-11-10 17:00:00,2025-11-10 09:00:00,2025-11-10 17:00:00,completed
722,31,3,2026-04-01 17:00:00,2026-04-01 21:00:00,2026-04-01 17:00:00,2026-04-01 21:00:00,completed
723,31,3,2026-04-02 09:00:00,2026-04-02 17:00:00,2026-04-02 09:00:00,2026-04-02 17:00:00,completed
724,31,3,2026-04-02 17:00:00,2026-04-02 21:00:00,2026-04-02 17:00:00,2026-04-02 21:00:00,completed
725,31,3,2025-12-03 11:00:00,2025-12-03 15:00:00,,,cancelled
726,31,3,2026-04-03 09:00:00,2026-04-03 17:00:00,2026-04-03 09:00:00,2026-04-03 17:00:00,completed
727,31,3,2026-04-03 17:00:00,2026-04-03 21:00:00,2026-04-03 17:00:00,2026-04-03 21:00:00,completed
728,31,3,2026-04-04 09:00:00,2026-04-04 17:00:00,2026-04-04 09:00:00,2026-04-04 17:00:00,completed
729,31,3,2026-04-04 17:00:00,2026-04-04 21:00:00,2026-04-04 17:00:00,2026-04-04 21:00:00,completed
730,31,3,2026-04-05 09:00:00,2026-04-05 17:00:00,2026-04-05 09:00:00,2026-04-05 17:00:00,completed
731,31,3,2026-04-05 17:00:00,2026-04-05 21:00:00,2026-04-05 17:00:00,2026-04-05 21:00:00,completed
732,31,3,2026-04-06 09:00:00,2026-04-06 17:00:00,2026-04-06 09:00:00,2026-04-06 17:00:00,completed
733,31,3,2025-11-10 17:00:00,2025-11-10 21:00:00,2025-11-10 17:00:00,2025-11-10 21:00:00,completed
734,31,3,2026-04-06 17:00:00,2026-04-06 21:00:00,2026-04-06 17:00:00,2026-04-06 21:00:00,completed
735,31,3,2026-01-19 09:00:00,2026-01-19 17:00:00,,,cancelled
736,31,3,2026-04-07 09:00:00,2026-04-07 17:00:00,2026-04-07 09:00:00,2026-04-07 17:00:00,completed
737,31,3,2026-04-07 17:00:00,2026-04-07 21:00:00,2026-04-07 17:00:00,2026-04-07 21:00:00,completed
738,31,3,2026-04-08 09:00:00,2026-04-08 17:00:00,2026-04-08 09:00:00,2026-04-08 17:00:00,completed
739,31,3,2026-04-08 17:00:00,2026-04-08 21:00:00,2026-04-08 17:00:00,2026-04-08 21:00:00,completed
740,31,3,2025-11-11 09:00:00,2025-11-11 17:00:00,2025-11-11 09:00:00,2025-11-11 17:00:00,completed
741,31,3,2025-11-21 09:00:00,2025-11-21 15:00:00,,,cancelled
742,31,3,2026-04-09 09:00:00,2026-04-09 17:00:00,2026-04-09 09:00:00,2026-04-09 17:00:00,completed
743,31,3,2026-04-09 17:00:00,2026-04-09 21:00:00,2026-04-09 17:00:00,2026-04-09 21:00:00,completed
744,32,2,2026-02-24 16:00:00,2026-02-24 21:00:00,2026-02-24 16:00:00,2026-02-24 21:00:00,completed
745,32,2,2025-11-28 11:00:00,2025-11-28 17:00:00,,,cancelled
746,32,2,2026-06-29 13:00:00,2026-06-29 21:00:00,,,cancelled
747,32,2,2025-11-11 17:00:00,2025-11-11 21:00:00,2025-11-11 17:00:00,2025-11-11 21:00:00,completed
748,32,2,2026-02-25 08:00:00,2026-02-25 16:00:00,2026-02-25 08:00:00,2026-02-25 16:00:00,completed
